time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
502,1000,0.9086556,24038,0.001,1.6696710228919982,0.27,22030,-1117.9,23.0,47
477,2000,0.8274344,45412,0.001,1.7318273067474366,0.15,43410,-921.63,20.6,95
463,3000,0.7535358,64859,0.001,1.802850866317749,0.21,62850,-676.96,18.35,139
453,4000,0.6843074,83077,0.001,1.8872700095176698,0.25,81070,-597.89,17.86,183
447,5000,0.6200342000000001,99991,0.001,1.8500208616256715,0.27,97990,-450.79,16.05,223
442,6000,0.5592874000000001,115977,0.001,2.1326740860939024,0.24,113970,-414.77,15.53,262
439,7000,0.5013411999999999,131226,0.001,1.9677943229675292,0.3,129220,-366.25,15.14,298
434,8000,0.44613859999999994,145753,0.001,2.4279801845550537,0.35,143750,-314.11,14.83,335
429,9000,0.3937100000000001,159550,0.001,2.286588799953461,0.33,157540,-215.47,13.3,371
426,10000,0.3423910000000002,173055,0.001,2.608208644390106,0.34,171050,-192.92,13.64,405
422,11000,0.29339760000000004,185948,0.001,2.503324103355408,0.42,183940,-127.66,12.6,439
419,12000,0.24570000000000003,198500,0.001,2.55864098072052,0.38,196490,-113.57,12.65,472
417,13000,0.1995034000000001,210657,0.001,2.349734604358673,0.48,208650,-80.79,12.39,504
414,14000,0.15438600000000002,222530,0.001,2.5495542168617247,0.39,220520,-22.4,11.46,536
412,15000,0.11076579999999991,234009,0.001,2.9539165019989015,0.4,232000,-17.37,11.23,567
410,16000,0.06778019999999996,245321,0.001,2.8015197038650514,0.42,243320,10.63,11.27,597
409,17000,0.05,256384,0.001,2.5180829405784606,0.46,254380,34.73,10.87,626
406,18000,0.05,267407,0.001,2.924378490447998,0.48,265400,35.4,11.01,657
405,19000,0.05,278409,0.001,3.2051069498062135,0.46,276400,31.81,11.19,686
403,20000,0.05,289509,0.001,3.07153297662735,0.4,287500,18.18,11.28,717
402,21000,0.05,300520,0.001,3.201411414146423,0.42,298510,27.84,11.23,747
401,22000,0.05,311539,0.001,3.1717720508575438,0.47,309530,26.79,10.97,776
399,23000,0.05,322527,0.001,3.0602112293243406,0.39,320520,26.65,10.87,806
398,24000,0.05,333660,0.001,3.1508204698562623,0.5,331650,37.82,11.39,837
397,25000,0.05,344540,0.001,3.19572536945343,0.46,342530,25.33,10.98,866
396,26000,0.05,355512,0.001,2.979993963241577,0.49,353510,32.27,11.32,896
396,27000,0.05,366611,0.001,3.1647817850112916,0.49,364610,31.5,11.29,925
395,28000,0.05,377692,0.001,3.2032314777374267,0.42,375690,30.5,11.05,956
393,29000,0.05,388738,0.001,3.0511970281600953,0.46,386730,34.85,10.94,986
393,30000,0.05,399839,0.001,3.0426816940307617,0.44,397830,23.0,10.91,1016
392,31000,0.05,411206,0.001,3.093719458580017,0.41,409200,-44.13,11.97,1046
392,32000,0.05,422227,0.001,3.07655291557312,0.49,420220,36.78,10.71,1077
391,33000,0.05,433241,0.001,3.045158839225769,0.4,431240,26.7,11.14,1106
390,34000,0.05,444401,0.001,3.3006818294525146,0.47,442400,24.45,10.78,1136
390,35000,0.05,455506,0.001,2.9770430088043214,0.39,453500,31.37,10.85,1167
389,36000,0.05,466540,0.001,3.0336386919021607,0.45,464530,31.41,11.07,1197
388,37000,0.05,477582,0.001,3.2053940057754517,0.47,475580,36.52,10.88,1227
388,38000,0.05,488636,0.001,2.9475075006484985,0.48,486630,37.82,10.8,1258
387,39000,0.05,499626,0.001,2.9858088970184324,0.44,497620,32.76,10.98,1288
