time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
504,1000,0.9070102,24471,0.001,3.59089457988739,0.18,22470,-1166.97,23.06,48
482,2000,0.8268074000000001,45577,0.001,4.921887063980103,0.22,43570,-889.1,20.33,94
468,3000,0.7524489999999999,65145,0.001,4.6438658237457275,0.29,63140,-786.49,19.55,138
461,4000,0.684372,83060,0.001,5.43195366859436,0.3,81050,-597.42,17.24,179
456,5000,0.6209461999999999,99751,0.001,5.639775180816651,0.31,97750,-488.13,16.41,218
451,6000,0.5617080000000001,115340,0.001,5.493936538696289,0.39,113330,-411.79,15.41,255
447,7000,0.5045370000000001,130385,0.001,6.524833250045776,0.4,128380,-345.78,14.51,291
443,8000,0.44903039999999994,144992,0.001,6.321051979064942,0.33,142990,-277.05,14.3,327
439,9000,0.3968411999999999,158726,0.001,7.19963903427124,0.33,156720,-186.61,13.14,361
435,10000,0.34587940000000006,172137,0.001,7.124187231063843,0.41,170130,-205.52,13.39,394
432,11000,0.29600439999999983,185262,0.001,7.64591417312622,0.39,183260,-151.42,13.14,428
429,12000,0.24824220000000008,197831,0.001,7.27330756187439,0.45,195830,-121.58,12.66,460
426,13000,0.20208360000000003,209978,0.001,7.329181146621704,0.34,207970,-76.83,11.91,492
424,14000,0.15648360000000006,221978,0.001,7.851524353027344,0.42,219970,-26.79,11.82,523
421,15000,0.11265819999999993,233511,0.001,8.26853175163269,0.44,231510,-26.1,11.17,553
419,16000,0.06945979999999996,244879,0.001,8.008092164993286,0.41,242870,25.44,10.97,583
417,17000,0.05,255981,0.001,8.133430194854736,0.39,253980,24.09,11.18,613
415,18000,0.05,267111,0.001,7.842296123504639,0.42,265110,37.37,11.03,643
413,19000,0.05,278145,0.001,8.050392580032348,0.35,276140,20.53,10.96,672
412,20000,0.05,289287,0.001,7.852214384078979,0.41,287280,20.1,11.24,702
410,21000,0.05,300288,0.001,8.12593379020691,0.39,298280,24.11,11.13,731
408,22000,0.05,311455,0.001,8.072673797607422,0.38,309450,21.46,11.51,761
407,23000,0.05,322575,0.001,8.74590106010437,0.4,320570,24.1,10.91,791
406,24000,0.05,333725,0.001,8.172698354721069,0.44,331720,27.93,11.3,821
405,25000,0.05,344945,0.001,8.281529569625855,0.37,342940,17.84,11.49,851
402,26000,0.05,356041,0.001,7.9884294986724855,0.39,354040,28.53,10.82,883
400,27000,0.05,367169,0.001,7.879725646972656,0.39,365160,17.85,11.07,916
399,28000,0.05,378352,0.001,7.677044296264649,0.4,376350,32.01,11.23,947
398,29000,0.05,389446,0.001,7.8783985614776615,0.45,387440,25.71,11.44,976
397,30000,0.05,400549,0.001,7.843216466903686,0.4,398540,34.93,11.35,1006
397,31000,0.05,411669,0.001,7.918380832672119,0.36,409660,21.17,11.33,1035
397,32000,0.05,422870,0.001,7.404140615463257,0.46,420860,36.66,11.59,1064
396,33000,0.05,434032,0.001,7.483069276809692,0.34,432030,13.24,11.2,1094
395,34000,0.05,445147,0.001,7.280559349060058,0.45,443140,35.54,11.05,1124
395,35000,0.05,456340,0.001,7.488761377334595,0.38,454330,13.54,10.95,1155
394,36000,0.05,467536,0.001,7.595898723602295,0.41,465530,28.66,11.21,1184
394,37000,0.05,478645,0.001,7.072259950637817,0.44,476640,37.54,11.37,1214
393,38000,0.05,489789,0.001,7.533781099319458,0.42,487780,29.92,11.32,1244
