time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
455,1000,0.9078082000000001,24261,0.0001,1.1667728871107101,0.23,22260,-1016.72,21.91,53
391,2000,0.8261918000000001,45739,0.0001,1.1645184934139252,0.27,43730,-931.47,20.76,116
355,3000,0.7536992,64816,0.0001,1.9103848576545714,0.35,62810,-674.07,18.39,182
356,4000,0.6864240000000001,82520,0.0001,1.8988479375839233,0.27,80510,-624.96,17.61,231
358,5000,0.6233440000000001,99120,0.0001,1.8119958758354187,0.39,97110,-477.44,16.03,276
357,6000,0.5636764000000001,114822,0.0001,2.204401671886444,0.43,112820,-383.41,15.05,320
358,7000,0.5063952,129896,0.0001,2.2966506242752076,0.42,127890,-292.81,14.55,362
355,8000,0.452325,144125,0.0001,2.7374660968780518,0.39,142120,-246.52,13.29,405
356,9000,0.40029919999999997,157816,0.0001,3.16325421333313,0.42,155810,-236.72,13.59,442
355,10000,0.3506218,170889,0.0001,3.431904673576355,0.43,168880,-154.3,12.52,480
355,11000,0.3023275999999999,183598,0.0001,4.295043659210205,0.42,181590,-112.72,12.37,517
354,12000,0.25505560000000005,196038,0.0001,4.541665554046631,0.46,194030,-123.36,12.64,552
356,13000,0.20991539999999997,207917,0.0001,5.103567361831665,0.42,205910,-47.84,11.6,583
357,14000,0.16517040000000005,219692,0.0001,5.446394062042236,0.55,217690,-26.81,11.39,613
359,15000,0.12272439999999996,230862,0.0001,5.857153701782226,0.67,228860,16.57,11.28,642
360,16000,0.08062420000000015,241941,0.0001,6.295152568817139,0.57,239940,27.09,10.8,670
361,17000,0.05,252573,0.0001,6.189867210388184,0.56,250570,38.26,10.48,698
362,18000,0.05,263138,0.0001,6.841936826705933,0.6,261130,51.71,10.3,726
362,19000,0.05,273845,0.0001,6.561433553695679,0.64,271840,42.25,11.02,755
363,20000,0.05,284535,0.0001,6.828378343582154,0.59,282530,51.0,10.91,783
363,21000,0.05,295230,0.0001,6.603663396835327,0.54,293220,33.77,10.96,811
364,22000,0.05,305986,0.0001,6.640404605865479,0.51,303980,34.46,10.87,839
364,23000,0.05,316642,0.0001,7.143082237243652,0.55,314640,32.0,10.75,869
363,24000,0.05,327421,0.0001,6.958965110778808,0.5,325420,36.99,10.56,900
362,25000,0.05,338013,0.0001,6.913318204879761,0.59,336010,46.68,10.51,932
361,26000,0.05,348506,0.0001,6.868554878234863,0.63,346500,48.29,10.49,963
360,27000,0.05,359154,0.0001,6.916511869430542,0.6,357150,50.11,10.35,995
360,28000,0.05,369715,0.0001,7.1244128227233885,0.6,367710,57.65,10.49,1026
359,29000,0.05,380304,0.0001,6.769005870819091,0.56,378300,49.42,10.5,1056
359,30000,0.05,390946,0.0001,7.184468555450439,0.54,388940,43.7,11.02,1087
359,31000,0.05,401623,0.0001,6.982991504669189,0.49,399620,37.87,10.44,1117
359,32000,0.05,412252,0.0001,6.986479234695435,0.46,410250,27.79,10.71,1146
359,33000,0.05,422865,0.0001,6.9185339450836185,0.53,420860,48.38,10.41,1177
358,34000,0.05,433478,0.0001,6.8612964153289795,0.51,431470,35.52,10.58,1207
358,35000,0.05,444208,0.0001,6.7856039047241214,0.54,442200,30.63,10.67,1239
357,36000,0.05,454864,0.0001,6.680021142959594,0.56,452860,42.86,10.85,1271
357,37000,0.05,465644,0.0001,6.9996579647064205,0.53,463640,39.19,10.89,1302
357,38000,0.05,476182,0.0001,6.549576950073242,0.53,474180,46.3,10.47,1333
356,39000,0.05,486796,0.0001,6.8447061538696286,0.63,484790,53.89,10.38,1364
356,40000,0.05,497532,0.0001,6.81017837524414,0.55,495530,45.06,10.77,1394
