  240,  255,  224,  281,  269,  323,  309,  182, 1215, 1222, 1125, 1438, 1277, 1296, 1324, 1086
  210,  193,  190,  234,  249,  268,  235,  107,  793,  740,  768,  939,  829,  852,  822,  554
   62,   73,   58,   99,   75,   95,   75,   60,  183,  197,  184,  265,  194,  230,  220,  191
   13,   13,   10,   11,   12,   15,   12,    6,   25,   28,   18,   30,   23,   26,   22,   18
