   883,   923,   886,  1100,   890,   949,   881,   892,  1412,  1434,  1413,  1707,  1403,  1439,  1395,  1402
   866,   863,   880,  1079,   883,   924,   826,   839,  1293,  1275,  1298,  1580,  1287,  1318,  1239,  1273
   550,   518,   582,   649,   611,   567,   523,   544,   758,   719,   787,   886,   796,   758,   724,   753
   195,   201,   216,   260,   229,   215,   195,   188,   257,   272,   280,   338,   290,   265,   267,   256
