      1,      1,      6,      9,      3,      2,      7,      6,      1,      1,      8,     10,      6,      5,     10,     10
      1,      1,    131,    150,    120,    108,    132,    133,      1,      1,    182,    215,    171,    163,    191,    190
      1,      1,     96,     96,    104,     75,    103,     81,      1,      1,    119,    125,    141,    115,    140,    112
      1,      1,     43,     48,     62,     62,     44,     54,      1,      1,     65,     78,     90,     81,     69,     77
      1,      1,      7,     20,     10,     13,     16,     18,      1,      1,     11,     25,     13,     19,     21,     24
      1,      1,     17,     17,     12,     13,      6,     14,      1,      1,     20,     20,     15,     19,     11,     17
      1,      1,      2,      4,      2,      1,      4,      2,      1,      1,      2,      4,      3,      2,      4,      2
