train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,train/learning_rate,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate
47.57265090942383,23140,23.76,47,0.13,1e-05,-1199.57,528,1000,25143,0.9044565999999999
52.880305480957034,43710,20.11,92,0.19,1e-05,-832.04,492,2000,45711,0.8262982
5.804873323440551,62780,19.73,132,0.2,1e-05,-794.08,487,3000,64789,0.7538018000000001
2.180987799167633,81010,16.67,174,0.28,1e-05,-523.69,475,4000,83020,0.6845240000000001
2.0124105334281923,97870,16.43,214,0.38,1e-05,-496.95,466,5000,99875,0.6204750000000001
1.8834307610988616,113660,15.41,250,0.39,1e-05,-405.25,462,6000,115667,0.5604654
2.6839644432067873,128540,15.29,285,0.41,1e-05,-329.32,457,7000,130548,0.5039176000000001
2.8086512327194213,142550,13.54,318,0.44,1e-05,-224.68,454,8000,144551,0.45070620000000006
3.2682700872421266,156190,13.8,352,0.4,1e-05,-230.85,449,9000,158194,0.3988628000000001
3.740679693222046,169290,12.85,383,0.53,1e-05,-140.38,446,10000,171292,0.3490904
4.535178756713867,181920,12.5,415,0.52,1e-05,-105.05,442,11000,183925,0.30108500000000005
5.260694122314453,194220,12.44,446,0.56,1e-05,-90.86,439,12000,196229,0.25432980000000005
5.499575471878051,205990,11.58,476,0.57,1e-05,-36.18,436,13000,207999,0.20960380000000012
6.109082460403442,217500,10.89,506,0.57,1e-05,0.29,432,14000,219504,0.16588479999999994
7.266526365280152,228770,11.05,536,0.57,1e-05,2.02,430,15000,230776,0.12305120000000014
6.99067120552063,239780,10.47,565,0.58,1e-05,47.37,427,16000,241783,0.0812246000000002
7.127761602401733,250450,10.82,593,0.61,1e-05,53.73,425,17000,252454,0.05
7.358201694488526,261090,10.81,621,0.59,1e-05,54.71,423,18000,263098,0.05
7.60357551574707,271710,10.6,650,0.58,1e-05,52.48,421,19000,273712,0.05
8.215134572982787,282430,10.87,678,0.57,1e-05,45.96,419,20000,284439,0.05
7.853445196151734,293010,10.47,706,0.59,1e-05,51.36,417,21000,295016,0.05
7.801133346557617,303640,10.29,734,0.6,1e-05,42.25,416,22000,305650,0.05
8.421517658233643,314290,10.64,762,0.7,1e-05,55.92,414,23000,316299,0.05
8.137719631195068,325000,10.67,790,0.55,1e-05,37.69,413,24000,327004,0.05
8.578057289123535,335570,10.28,818,0.62,1e-05,49.12,412,25000,337573,0.05
8.993554306030273,346210,10.52,846,0.68,1e-05,52.6,411,26000,348213,0.05
8.451667642593383,356910,10.54,873,0.65,1e-05,54.34,410,27000,358912,0.05
8.940246057510375,367510,10.44,902,0.57,1e-05,52.53,409,28000,369514,0.05
8.28428840637207,378080,10.57,929,0.63,1e-05,55.05,408,29000,380090,0.05
8.630430889129638,388790,10.8,958,0.5,1e-05,31.29,407,30000,390799,0.05
8.593327522277832,399470,10.63,986,0.56,1e-05,45.98,406,31000,401476,0.05
9.009353590011596,410090,10.17,1014,0.6,1e-05,52.16,406,32000,412091,0.05
8.82765827178955,420740,10.61,1042,0.65,1e-05,57.44,405,33000,422749,0.05
8.881274795532226,431400,10.65,1070,0.58,1e-05,47.9,404,34000,433402,0.05
8.62904314994812,441960,10.64,1097,0.64,1e-05,55.57,404,35000,443964,0.05
8.621161937713623,452490,10.81,1126,0.58,1e-05,47.37,403,36000,454493,0.05
9.153441429138184,463100,10.47,1153,0.58,1e-05,42.89,403,37000,465108,0.05
8.61758050918579,473620,10.58,1181,0.56,1e-05,44.15,402,38000,475628,0.05
8.914804840087891,484120,10.62,1210,0.44,1e-05,37.01,401,39000,486124,0.05
9.491343021392822,494630,10.26,1238,0.65,1e-05,56.33,401,40000,496638,0.05
