train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,train/learning_rate,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate
36.072469520568845,22710,24.34,47,0.19,1e-05,-1281.78,517,1000,24720,0.906064
3.3878059148788453,43800,21.56,92,0.24,1e-05,-969.89,493,2000,45807,0.8259334
1.3051721632480622,63570,19.75,136,0.29,1e-05,-806.47,479,3000,65578,0.7508035999999999
1.8918045163154602,81600,16.39,177,0.41,1e-05,-541.73,470,4000,83608,0.6822895999999999
1.7397128343582153,98100,15.98,216,0.31,1e-05,-486.22,462,5000,100104,0.6196048000000001
2.4751874804496765,113920,15.5,252,0.33,1e-05,-401.36,459,6000,115927,0.5594774
2.82705078125,128720,14.87,287,0.43,1e-05,-324.72,455,7000,130721,0.5032602000000002
2.7723712265491485,142930,14.21,321,0.41,1e-05,-290.97,451,8000,144935,0.44924699999999984
3.069521629810333,156640,13.4,353,0.48,1e-05,-209.44,448,9000,158642,0.39716039999999997
3.1731930017471313,169610,12.76,384,0.54,1e-05,-148.26,445,10000,171615,0.34786300000000014
3.625913667678833,182320,12.82,416,0.55,1e-05,-136.01,442,11000,184328,0.2995536000000001
3.8905039072036742,194600,11.74,447,0.47,1e-05,-80.34,438,12000,196603,0.25290860000000015
4.151179409027099,206540,11.63,478,0.51,1e-05,-48.57,435,13000,208541,0.20754420000000018
4.823088335990906,218100,11.69,507,0.57,1e-05,-12.06,433,14000,220109,0.1635858
4.914014291763306,229470,11.17,534,0.53,1e-05,-4.35,432,15000,231479,0.12037980000000004
5.86543836593628,240590,11.22,561,0.58,1e-05,26.58,431,16000,242594,0.07814280000000018
6.357598924636841,251270,10.67,590,0.61,1e-05,54.66,429,17000,253274,0.05
6.397506618499756,262040,10.72,618,0.55,1e-05,45.96,426,18000,264045,0.05
6.042906379699707,272650,10.5,645,0.5,1e-05,37.98,425,19000,274656,0.05
6.740664768218994,283390,10.98,674,0.58,1e-05,36.92,423,20000,285398,0.05
6.784834194183349,294070,10.7,702,0.61,1e-05,47.5,421,21000,296077,0.05
6.60429048538208,304660,10.67,730,0.55,1e-05,36.18,419,22000,306662,0.05
6.774610805511474,315300,10.76,758,0.64,1e-05,47.32,418,23000,317309,0.05
6.945556735992431,325840,10.71,786,0.59,1e-05,50.62,416,24000,327848,0.05
6.932117605209351,336530,10.61,814,0.56,1e-05,43.96,415,25000,338532,0.05
6.924489116668701,347080,10.73,841,0.52,1e-05,43.12,414,26000,349083,0.05
6.500948095321656,357550,10.37,869,0.57,1e-05,42.31,413,27000,359558,0.05
6.802250099182129,368180,10.54,897,0.6,1e-05,43.83,412,28000,370190,0.05
6.714721250534057,378800,10.61,925,0.6,1e-05,50.3,411,29000,380801,0.05
6.974605703353882,389410,10.7,953,0.62,1e-05,48.04,410,30000,391418,0.05
6.897351312637329,399930,10.67,981,0.48,1e-05,30.07,409,31000,401940,0.05
7.2958930969238285,410480,10.7,1009,0.51,1e-05,38.06,408,32000,412489,0.05
6.94544095993042,421180,10.49,1036,0.64,1e-05,47.66,408,33000,423182,0.05
7.251525068283081,431800,10.55,1064,0.56,1e-05,44.78,407,34000,433801,0.05
6.882305335998535,442360,10.65,1091,0.59,1e-05,47.06,407,35000,444369,0.05
6.578290033340454,452980,10.81,1118,0.63,1e-05,55.78,406,36000,454983,0.05
6.903167724609375,463470,10.64,1146,0.57,1e-05,39.04,406,37000,465477,0.05
7.255675649642944,474050,10.65,1173,0.54,1e-05,47.0,405,38000,476059,0.05
6.920839309692383,484580,10.7,1201,0.58,1e-05,47.96,404,39000,486590,0.05
6.669625377655029,495180,10.49,1228,0.5,1e-05,42.54,404,40000,497183,0.05
