time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
518,1000,0.9066529999999999,24565,0.0001,1.2888319045305252,0.29,22560,-1135.5,23.21,47
488,2000,0.8241740000000001,46270,0.0001,1.4900563955307007,0.31,44260,-889.01,20.52,94
480,3000,0.7512291999999999,65466,0.0001,1.5080236315727233,0.34,63460,-728.44,18.91,136
470,4000,0.6826316000000001,83518,0.0001,1.6495302438735961,0.37,81510,-586.17,17.68,177
463,5000,0.6204446,99883,0.0001,1.8853958070278167,0.31,97880,-479.91,16.21,215
457,6000,0.560834,115570,0.0001,2.066797840595245,0.36,113560,-379.29,15.33,252
452,7000,0.5038758000000001,130559,0.0001,2.2831318616867065,0.38,128550,-337.64,14.42,288
448,8000,0.4493572000000001,144906,0.0001,3.3913679480552674,0.46,142900,-244.18,14.14,323
445,9000,0.39743400000000007,158570,0.0001,4.148593783378601,0.39,156560,-215.6,13.65,356
442,10000,0.34777939999999985,171637,0.0001,4.40643880367279,0.41,169630,-150.34,12.78,387
439,11000,0.2994776,184348,0.0001,4.769170022010803,0.5,182340,-132.69,12.68,419
436,12000,0.2530264000000002,196572,0.0001,5.022369146347046,0.53,194570,-88.16,11.92,449
434,13000,0.20800779999999996,208419,0.0001,5.606510710716248,0.51,206410,-16.98,10.93,479
430,14000,0.16384040000000022,220042,0.0001,5.779982185363769,0.41,218040,-33.92,11.48,510
427,15000,0.12046720000000011,231456,0.0001,6.490280103683472,0.52,229450,0.17,11.04,541
424,16000,0.07848480000000002,242504,0.0001,5.603926658630371,0.55,240500,32.48,10.83,571
422,17000,0.05,253258,0.0001,6.4327174663543705,0.47,251250,39.81,10.84,599
419,18000,0.05,263995,0.0001,6.338335609436035,0.59,261990,35.96,10.77,629
416,19000,0.05,274673,0.0001,6.385724496841431,0.64,272670,41.74,10.86,659
413,20000,0.05,285386,0.0001,6.477132797241211,0.57,283380,30.2,11.0,689
411,21000,0.05,296071,0.0001,6.624112892150879,0.56,294070,56.68,10.5,719
409,22000,0.05,306814,0.0001,6.7111231803894045,0.62,304810,57.49,10.75,749
407,23000,0.05,317568,0.0001,7.409970951080322,0.56,315560,44.63,11.19,778
405,24000,0.05,328280,0.0001,6.96368637084961,0.5,326270,39.69,10.98,808
404,25000,0.05,338906,0.0001,6.863621425628662,0.59,336900,45.88,10.57,838
402,26000,0.05,349669,0.0001,7.134849166870117,0.54,347660,41.43,10.53,867
401,27000,0.05,360267,0.0001,7.494945287704468,0.61,358260,54.3,10.38,897
398,28000,0.05,370900,0.0001,7.097517204284668,0.58,368890,38.78,10.84,929
397,29000,0.05,381579,0.0001,6.63472261428833,0.54,379570,38.79,10.8,961
395,30000,0.05,392204,0.0001,6.8455415725708,0.57,390200,45.08,10.54,991
394,31000,0.05,402706,0.0001,7.120768451690674,0.58,400700,50.05,10.57,1021
392,32000,0.05,413257,0.0001,7.183257722854615,0.53,411250,44.2,10.96,1052
391,33000,0.05,423856,0.0001,6.536070251464844,0.58,421850,52.27,10.69,1082
390,34000,0.05,434561,0.0001,6.9066108703613285,0.61,432560,40.57,10.76,1112
389,35000,0.05,445164,0.0001,6.629094123840332,0.57,443160,54.64,10.47,1141
389,36000,0.05,455840,0.0001,6.9538051128387455,0.5,453830,40.71,10.56,1171
388,37000,0.05,466443,0.0001,6.913326930999756,0.51,464440,48.4,10.18,1201
387,38000,0.05,477159,0.0001,7.079292631149292,0.53,475150,37.58,10.86,1231
387,39000,0.05,487731,0.0001,7.011985969543457,0.63,485730,46.41,11.02,1259
386,40000,0.05,498389,0.0001,6.976524877548218,0.55,496380,49.77,10.47,1287
