time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
541,1000,0.9060108000000001,24734,1e-05,34.04861602783203,0.21,22730,-1010.38,21.29,45
510,2000,0.8289392,45016,1e-05,2.7357056617736815,0.13,43010,-896.88,20.46,88
497,3000,0.754767,64535,1e-05,1.3672702431678772,0.34,62530,-731.24,18.63,129
484,4000,0.6855994,82737,1e-05,1.4410496354103088,0.35,80730,-599.44,17.42,170
478,5000,0.6205928,99844,1e-05,1.9045022964477538,0.55,97840,-494.19,16.21,208
473,6000,0.5609214,115547,1e-05,2.196982944011688,0.47,113540,-414.41,15.47,244
468,7000,0.5043204,130442,1e-05,2.3996689319610596,0.4,128440,-327.7,14.62,278
465,8000,0.45019320000000007,144686,1e-05,2.6672972321510313,0.51,142680,-194.25,13.35,311
461,9000,0.39763539999999997,158517,1e-05,3.249289608001709,0.46,156510,-225.47,13.64,343
460,10000,0.3482088,171524,1e-05,3.708418679237366,0.48,169520,-162.59,13.24,372
456,11000,0.3000476000000001,184198,1e-05,3.051756572723389,0.52,182190,-116.95,12.3,403
453,12000,0.25288960000000005,196608,1e-05,4.419235110282898,0.51,194600,-78.97,12.0,433
450,13000,0.20708820000000006,208661,1e-05,4.688612961769104,0.5,206660,-55.1,11.93,463
446,14000,0.16254079999999993,220384,1e-05,4.416059756278992,0.49,218380,-31.78,11.35,493
444,15000,0.11980219999999997,231631,1e-05,4.69855751991272,0.58,229630,14.23,10.91,521
441,16000,0.0780858000000002,242609,1e-05,4.928107261657715,0.51,240600,21.87,10.89,549
439,17000,0.05,253353,1e-05,5.341443061828613,0.54,251350,48.93,10.51,576
437,18000,0.05,264031,1e-05,5.485667991638183,0.56,262030,49.89,10.46,604
434,19000,0.05,274642,1e-05,5.431026935577393,0.56,272640,47.66,10.57,631
432,20000,0.05,285176,1e-05,5.306777000427246,0.5,283170,33.51,10.72,658
431,21000,0.05,295875,1e-05,5.443442296981812,0.57,293870,47.36,10.74,685
429,22000,0.05,306501,1e-05,5.846544790267944,0.65,304500,54.12,10.45,713
427,23000,0.05,317144,1e-05,6.2484800815582275,0.56,315140,40.12,10.46,741
426,24000,0.05,327832,1e-05,6.261251211166382,0.55,325830,48.87,10.58,768
424,25000,0.05,338538,1e-05,6.024310207366943,0.61,336530,42.05,10.9,796
423,26000,0.05,349287,1e-05,5.799869346618652,0.55,347280,40.21,10.78,824
422,27000,0.05,359905,1e-05,6.19630651473999,0.58,357900,44.18,10.78,851
421,28000,0.05,370497,1e-05,5.7866565704345705,0.55,368490,49.87,10.81,879
419,29000,0.05,381169,1e-05,5.988999891281128,0.59,379160,43.15,10.88,908
417,30000,0.05,391890,1e-05,5.8217024326324465,0.55,389880,45.76,10.88,938
412,31000,0.05,402602,1e-05,5.831516981124878,0.57,400600,41.46,10.6,975
411,32000,0.05,413328,1e-05,5.464721298217773,0.55,411320,51.82,10.58,1004
410,33000,0.05,424008,1e-05,5.417128276824951,0.55,422000,36.99,10.66,1033
407,34000,0.05,434762,1e-05,5.518755865097046,0.56,432760,48.24,10.44,1065
406,35000,0.05,445476,1e-05,5.861437129974365,0.61,443470,47.54,10.39,1095
405,36000,0.05,456125,1e-05,5.329168891906738,0.57,454120,49.08,10.58,1125
404,37000,0.05,466718,1e-05,6.005548906326294,0.5,464710,37.74,10.75,1154
403,38000,0.05,477394,1e-05,5.4626699924469,0.53,475390,41.75,11.12,1182
402,39000,0.05,487988,1e-05,5.844504070281983,0.49,485980,38.53,10.68,1211
401,40000,0.05,498602,1e-05,6.011535930633545,0.62,496600,56.51,10.64,1241
