time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
523,1000,0.9064706,24613,0.001,2.388987421989441,0.27,22610,-1150.82,23.16,46
492,2000,0.8262488000000001,45724,0.001,2.9788576126098634,0.26,43720,-920.49,20.59,92
480,3000,0.7506972000000001,65606,0.001,3.583519530296326,0.31,63600,-730.54,18.67,136
469,4000,0.6827836,83478,0.001,4.346937036514282,0.38,81470,-533.84,17.12,177
463,5000,0.6195364000000001,100122,0.001,4.930599522590637,0.36,98120,-448.6,15.97,215
460,6000,0.5601195999999999,115758,0.001,4.984705209732056,0.38,113750,-402.11,15.51,251
455,7000,0.5029714000000001,130797,0.001,5.337958097457886,0.42,128790,-304.35,14.48,287
451,8000,0.44876439999999995,145062,0.001,6.083346843719482,0.47,143060,-308.82,14.53,321
449,9000,0.3962863999999999,158872,0.001,6.479854917526245,0.44,156870,-164.7,12.8,353
445,10000,0.34587940000000006,172137,0.001,6.985076236724853,0.52,170130,-170.06,12.96,386
442,11000,0.29720520000000006,184946,0.001,7.660877418518067,0.46,182940,-119.6,12.61,417
438,12000,0.25068940000000006,197187,0.001,8.0478355884552,0.51,195180,-86.15,11.81,449
435,13000,0.20531739999999998,209127,0.001,8.322649669647216,0.48,207120,-68.13,11.97,479
433,14000,0.16109680000000015,220764,0.001,8.731266450881957,0.61,218760,-21.38,11.6,509
430,15000,0.11783000000000021,232150,0.001,8.450995826721192,0.62,230140,12.96,11.46,538
428,16000,0.07550939999999995,243287,0.001,8.806468772888184,0.59,241280,24.83,10.95,567
426,17000,0.05,254101,0.001,8.850628280639649,0.56,252100,47.38,10.83,596
424,18000,0.05,264831,0.001,9.228463745117187,0.54,262830,43.16,10.5,624
422,19000,0.05,275579,0.001,9.027180814743042,0.54,273570,45.82,10.7,652
420,20000,0.05,286329,0.001,9.421784591674804,0.49,284320,30.19,10.85,680
418,21000,0.05,297134,0.001,9.372915840148925,0.52,295130,42.5,11.16,709
417,22000,0.05,307937,0.001,9.299764728546142,0.5,305930,35.15,10.39,737
415,23000,0.05,318771,0.001,8.932763576507568,0.55,316770,46.28,10.99,766
414,24000,0.05,329527,0.001,9.083197021484375,0.54,327520,41.01,10.93,795
412,25000,0.05,340214,0.001,9.321130752563477,0.5,338210,31.45,10.53,824
411,26000,0.05,350941,0.001,9.533142948150635,0.48,348940,34.84,10.69,852
410,27000,0.05,361712,0.001,8.751008558273316,0.58,359710,46.64,10.82,880
409,28000,0.05,372312,0.001,10.030717658996583,0.46,370310,36.0,10.27,908
408,29000,0.05,383100,0.001,10.06229543685913,0.47,381090,38.43,10.75,937
407,30000,0.05,393925,0.001,9.41149024963379,0.53,391920,33.15,10.8,966
406,31000,0.05,404749,0.001,9.616725254058839,0.56,402740,42.88,10.81,994
406,32000,0.05,415578,0.001,9.929635047912598,0.54,413570,40.11,11.15,1022
405,33000,0.05,426335,0.001,8.898749303817748,0.62,424330,41.37,11.18,1051
404,34000,0.05,437018,0.001,9.109526634216309,0.49,435010,39.84,10.61,1080
403,35000,0.05,447824,0.001,9.54051685333252,0.56,445820,41.38,11.08,1108
403,36000,0.05,458478,0.001,9.649758625030518,0.52,456470,38.99,10.54,1136
402,37000,0.05,469238,0.001,9.15997018814087,0.56,467230,43.41,10.8,1165
402,38000,0.05,479973,0.001,9.512789440155029,0.55,477970,31.24,10.78,1193
401,39000,0.05,490722,0.001,9.260212993621826,0.59,488720,41.14,10.79,1222
