time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
496,1000,0.9089596000000001,23958,0.001,1.0866876542568207,0.2,21950,-1117.37,22.74,48
476,2000,0.82748,45400,0.001,1.4793102443218231,0.21,43390,-902.99,20.34,95
467,3000,0.7532584,64932,0.001,1.9953109860420226,0.28,62930,-752.98,19.4,138
461,4000,0.6861542,82591,0.001,2.058959949016571,0.27,80590,-562.83,17.01,178
453,5000,0.6227474,99277,0.001,1.9299134254455566,0.41,97270,-526.91,16.91,218
448,6000,0.5628631999999999,115036,0.001,2.3505689978599547,0.28,113030,-388.74,14.95,256
443,7000,0.5045902,130371,0.001,2.616421365737915,0.3,128370,-355.18,15.26,293
438,8000,0.4491482,144961,0.001,2.5781963229179383,0.41,142960,-262.43,14.07,330
434,9000,0.3963814000000002,158847,0.001,2.6186279177665712,0.4,156840,-269.02,13.68,365
430,10000,0.3450738000000001,172349,0.001,2.9144706249237062,0.53,170340,-175.95,12.96,400
426,11000,0.2956091999999999,185366,0.001,2.855773091316223,0.49,183360,-146.17,13.09,434
423,12000,0.2474404,198042,0.001,2.661353874206543,0.37,196040,-98.75,12.52,467
420,13000,0.2007232000000002,210336,0.001,3.2817633867263796,0.33,208330,-67.7,11.99,500
417,14000,0.15622900000000006,222045,0.001,3.031157612800598,0.51,220040,-31.55,11.73,531
415,15000,0.11207680000000009,233664,0.001,3.074871373176575,0.47,231660,-14.55,11.62,562
412,16000,0.06921659999999996,244943,0.001,3.2834150791168213,0.38,242940,6.49,11.06,593
410,17000,0.05,255943,0.001,3.10697660446167,0.47,253940,36.1,11.24,622
408,18000,0.05,266869,0.001,3.3175472974777223,0.5,264860,38.97,10.49,653
406,19000,0.05,277976,0.001,3.0273928880691527,0.47,275970,27.48,11.17,683
404,20000,0.05,288989,0.001,3.1282565355300904,0.36,286980,9.49,11.33,713
403,21000,0.05,300044,0.001,3.2235691785812377,0.44,298040,20.24,11.14,744
401,22000,0.05,310998,0.001,3.382968473434448,0.45,308990,20.1,10.96,773
400,23000,0.05,321916,0.001,3.019382286071777,0.55,319910,36.53,10.93,803
399,24000,0.05,332880,0.001,3.323823094367981,0.47,330870,24.99,11.1,833
398,25000,0.05,343884,0.001,2.999432158470154,0.46,341880,25.5,11.07,863
397,26000,0.05,354899,0.001,3.2364108324050904,0.4,352890,27.79,10.98,893
396,27000,0.05,365930,0.001,3.0131069660186767,0.42,363920,37.41,10.85,923
394,28000,0.05,377035,0.001,3.3253037691116334,0.45,375030,25.53,10.97,954
393,29000,0.05,387997,0.001,3.186052370071411,0.47,385990,35.01,11.19,984
393,30000,0.05,399055,0.001,3.2735108613967894,0.44,397050,35.98,10.98,1014
392,31000,0.05,410155,0.001,3.1052857875823974,0.47,408150,32.44,11.15,1044
391,32000,0.05,421375,0.001,3.203479838371277,0.39,419370,22.73,11.2,1075
391,33000,0.05,432469,0.001,3.348073720932007,0.47,430460,34.73,11.25,1105
390,34000,0.05,443510,0.001,3.2185491561889648,0.32,441500,13.6,11.12,1135
390,35000,0.05,454545,0.001,3.073089599609375,0.39,452540,27.47,11.1,1165
389,36000,0.05,465719,0.001,2.8117353916168213,0.46,463710,31.33,11.13,1195
389,37000,0.05,476922,0.001,3.224436140060425,0.36,474920,10.16,11.13,1225
388,38000,0.05,488072,0.001,3.0114177942276,0.49,486070,-1.65,11.09,1256
387,39000,0.05,499285,0.001,2.9768752574920656,0.48,497280,-74.44,12.45,1286
