time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
499,1000,0.9066264,24572,0.0001,1.3162620902061462,0.26,22570,-1087.73,22.63,49
476,2000,0.8264768,45664,0.0001,1.5219405353069306,0.29,43660,-864.5,20.18,95
463,3000,0.7522476000000001,65198,0.0001,1.9808947801589967,0.21,63190,-761.53,18.9,140
457,4000,0.683878,83190,0.0001,2.923613953590393,0.32,81180,-676.21,18.47,181
452,5000,0.6206460000000001,99830,0.0001,3.5927650690078736,0.37,97820,-466.35,15.99,220
447,6000,0.5604312,115676,0.0001,4.398699426651001,0.35,113670,-383.29,15.52,258
443,7000,0.5035148,130654,0.0001,4.991484069824219,0.4,128650,-304.95,14.43,294
439,8000,0.44878720000000016,145056,0.0001,5.774291038513184,0.34,143050,-242.1,13.79,330
435,9000,0.3968526,158723,0.0001,6.389950799942016,0.43,156720,-215.87,13.26,364
432,10000,0.3467306000000001,171913,0.0001,7.109402847290039,0.45,169910,-180.56,13.43,397
429,11000,0.29915459999999994,184433,0.0001,7.809861516952514,0.57,182430,-113.92,12.18,429
426,12000,0.25189400000000006,196870,0.0001,7.884786558151245,0.49,194860,-92.94,12.21,461
423,13000,0.20606979999999997,208929,0.0001,7.758987855911255,0.44,206920,-83.09,11.89,492
420,14000,0.16179219999999994,220581,0.0001,8.739816284179687,0.54,218580,-23.75,11.3,524
418,15000,0.11908780000000008,231819,0.0001,9.266617679595948,0.6,229810,-3.07,10.91,554
415,16000,0.07775900000000002,242695,0.0001,9.633966255187989,0.51,240690,24.59,10.93,583
413,17000,0.05,253324,0.0001,8.351746416091919,0.59,251320,47.28,10.62,612
412,18000,0.05,263972,0.0001,9.15932092666626,0.61,261970,44.78,10.55,640
410,19000,0.05,274681,0.0001,9.870418071746826,0.5,272680,40.06,10.68,669
408,20000,0.05,285348,0.0001,9.356187343597412,0.64,283340,56.41,10.33,698
406,21000,0.05,295937,0.0001,9.734460067749023,0.59,293930,53.54,10.53,727
405,22000,0.05,306703,0.0001,9.39395580291748,0.57,304700,46.28,10.25,756
403,23000,0.05,317486,0.0001,9.503434371948241,0.53,315480,43.1,10.92,786
402,24000,0.05,328040,0.0001,9.785181522369385,0.6,326030,45.31,10.35,814
401,25000,0.05,338567,0.0001,9.67394552230835,0.59,336560,49.82,10.38,844
400,26000,0.05,349164,0.0001,9.456549072265625,0.64,347160,50.07,10.48,872
398,27000,0.05,359825,0.0001,9.228229856491089,0.54,357820,40.54,10.69,902
397,28000,0.05,370432,0.0001,9.441268730163575,0.55,368430,43.3,10.51,930
397,29000,0.05,381021,0.0001,9.215865516662598,0.52,379020,39.45,10.66,959
396,30000,0.05,391718,0.0001,9.680060577392577,0.59,389710,50.08,11.0,989
395,31000,0.05,402387,0.0001,9.927681827545166,0.48,400380,39.0,10.7,1017
394,32000,0.05,413012,0.0001,9.221493530273438,0.57,411010,47.33,10.71,1046
393,33000,0.05,423597,0.0001,9.791209506988526,0.52,421590,43.34,10.24,1075
392,34000,0.05,434111,0.0001,9.484309577941895,0.6,432110,51.86,10.55,1104
392,35000,0.05,444689,0.0001,9.047970485687255,0.59,442680,46.81,10.81,1133
391,36000,0.05,455347,0.0001,9.43036699295044,0.58,453340,48.58,10.39,1162
391,37000,0.05,466023,0.0001,9.56134204864502,0.58,464020,40.78,10.63,1190
391,38000,0.05,476669,0.0001,9.213396120071412,0.59,474660,48.44,10.71,1218
390,39000,0.05,487216,0.0001,9.083206605911254,0.6,485210,55.98,10.41,1246
390,40000,0.05,497790,0.0001,9.492314529418945,0.59,495780,51.38,10.22,1275
