time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
493,1000,0.9084922,24081,0.0001,1.314674836397171,0.2,22080,-1070.58,22.22,48
469,2000,0.8267162,45601,0.0001,1.3763508558273316,0.28,43600,-916.28,20.85,97
458,3000,0.753133,64965,0.0001,1.3225560426712035,0.3,62960,-695.97,18.3,141
453,4000,0.6855424000000001,82752,0.0001,1.4787354171276093,0.34,80750,-568.55,17.05,182
448,5000,0.6218696000000001,99508,0.0001,1.574550712108612,0.29,97500,-482.7,16.17,221
444,6000,0.5620272,115256,0.0001,1.8991763591766357,0.4,113250,-413.43,15.28,259
441,7000,0.5046282,130361,0.0001,1.9565354824066161,0.39,128360,-332.62,14.74,295
437,8000,0.4500944,144712,0.0001,1.868651807308197,0.47,142710,-248.66,13.6,330
433,9000,0.3983764000000002,158322,0.0001,3.1763923168182373,0.39,156320,-213.12,13.33,365
430,10000,0.3479770000000001,171585,0.0001,3.37996244430542,0.39,169580,-166.56,12.94,398
427,11000,0.2992990000000001,184395,0.0001,4.245518684387207,0.42,182390,-172.24,12.87,431
425,12000,0.2524564,196722,0.0001,3.7407978057861326,0.41,194720,-124.01,12.41,462
422,13000,0.20681460000000007,208733,0.0001,4.056279826164245,0.48,206730,-69.87,11.54,493
420,14000,0.16226720000000006,220456,0.0001,4.240014266967774,0.51,218450,-36.89,11.73,524
418,15000,0.11939179999999994,231739,0.0001,4.556652092933655,0.56,229730,-18.62,11.42,553
416,16000,0.07729540000000001,242817,0.0001,4.72872269153595,0.57,240810,35.59,10.76,582
414,17000,0.05,253614,0.0001,4.666942620277405,0.52,251610,46.62,10.71,612
411,18000,0.05,264355,0.0001,4.682496547698975,0.52,262350,36.5,10.84,641
409,19000,0.05,275014,0.0001,4.964824914932251,0.54,273010,40.66,10.89,670
407,20000,0.05,285791,0.0001,5.739761209487915,0.39,283790,31.07,10.61,700
405,21000,0.05,296495,0.0001,5.262707948684692,0.56,294490,49.34,10.73,730
404,22000,0.05,307196,0.0001,5.283644914627075,0.46,305190,31.5,10.77,759
402,23000,0.05,317848,0.0001,5.497995853424072,0.49,315840,28.8,10.46,788
401,24000,0.05,328463,0.0001,5.459979629516601,0.48,326460,36.03,10.49,817
400,25000,0.05,339288,0.0001,5.363729500770569,0.44,337280,27.76,10.7,847
399,26000,0.05,350154,0.0001,5.415739822387695,0.49,348150,29.39,11.19,876
398,27000,0.05,360862,0.0001,5.432222747802735,0.55,358860,44.91,10.74,906
396,28000,0.05,371539,0.0001,5.366729021072388,0.55,369530,42.04,10.71,935
395,29000,0.05,382342,0.0001,5.122296237945557,0.53,380340,45.7,10.97,965
395,30000,0.05,393067,0.0001,5.253981828689575,0.5,391060,38.13,10.41,994
394,31000,0.05,403857,0.0001,5.536832237243653,0.49,401850,33.19,10.9,1024
393,32000,0.05,414580,0.0001,5.299943828582764,0.49,412570,33.48,10.71,1053
392,33000,0.05,425342,0.0001,4.994412040710449,0.55,423340,43.95,10.75,1082
392,34000,0.05,436097,0.0001,5.384338998794556,0.49,434090,38.26,11.01,1112
391,35000,0.05,446865,0.0001,5.547098684310913,0.52,444860,39.09,10.98,1141
390,36000,0.05,457614,0.0001,5.448837661743164,0.59,455610,54.51,10.76,1170
390,37000,0.05,468321,0.0001,6.162862777709961,0.56,466320,38.36,10.36,1199
389,38000,0.05,479038,0.0001,5.335219955444336,0.56,477030,41.92,10.74,1228
389,39000,0.05,489894,0.0001,5.432374715805054,0.5,487890,45.42,10.79,1258
