      4,      4,      5,      7,      4,      7,      6,      5,      8,      6,      7,      5,      7,      4,      7,      8,      5,      2,      2,      2,      2,      4,      5,      3,      2,      5,      3,      6,      1,      4,      3,     16,     16,     21,     31,     16,     31,     26,     21,     36,     26,     31,     21,     31,     16,     31,     36,     21,      6,      6,      6,      6,     16,     21,     11,      6,     21,     11,     26,      1,     16,     11
      3,      7,      9,     10,      5,      5,      6,      6,     14,     10,      9,     10,      7,      8,      9,     10,     11,      3,      2,      4,      3,      4,      9,      7,      6,      5,      8,      4,      1,      6,      5,     11,     31,     41,     46,     21,     21,     26,     26,     66,     46,     41,     46,     31,     36,     41,     46,     51,     11,      6,     16,     11,     16,     41,     31,     26,     21,     36,     16,      1,     26,     21
      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      9,      4,      7,      9,      5,      8,      5,      7,     16,     15,     11,     15,      7,      6,     10,      6,      9,      3,      4,      4,      4,      3,      6,      4,      5,      6,      6,      1,      1,      3,      4,     41,     16,     31,     41,     21,     36,     21,     31,     76,     71,     51,     71,     31,     26,     46,     26,     41,     11,     16,     16,     16,     11,     26,     16,     21,     26,     26,      1,      1,     11,     16
      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      6,      7,      7,     14,      6,      4,      8,     11,     13,     10,     11,      8,      5,      7,      5,      8,      5,      3,      1,      5,      4,      4,      5,      3,      6,      3,      7,      5,      1,      3,      5,     26,     31,     31,     66,     26,     16,     36,     51,     61,     46,     51,     36,     21,     31,     21,     36,     21,     11,      1,     21,     16,     16,     21,     11,     26,     11,     31,     21,      1,     11,     21
      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
