   734,   739,   750,   799,   770,   763,   828,   717,  3405,  3422,  3443,  3617,  3482,  3435,  3568,  3362
   523,   549,   551,   592,   547,   505,   607,   538,  2144,  2220,  2212,  2445,  2178,  2131,  2281,  2207
   154,   146,   148,   172,   173,   136,   184,   135,   517,   518,   498,   589,   540,   498,   572,   478
    14,    19,    17,    17,    18,    15,    18,    12,    41,    43,    43,    53,    45,    43,    50,    36
