    44,    45,    46,    45,    46,    46,    46,    46,   217,   216,   217,   218,   219,   221,   215,   219
     1,    29,    27,    24,    28,    26,    29,    35,     1,   126,   110,   115,   110,   102,   117,   116
    21,     1,    26,    39,    26,    17,    36,    23,   106,     1,   114,   140,   105,    92,   126,    97
     1,     1,    12,    18,    18,     7,    23,    17,     1,     1,    40,    62,    61,    38,    74,    54
    12,    38,     1,    37,    26,    28,    39,    29,    63,   132,     1,   143,   115,   119,   118,   114
     1,    12,     1,    26,     7,    12,    15,    18,     1,    47,     1,    74,    35,    48,    49,    57
    20,     1,     1,    25,    15,     9,    21,     9,    60,     1,     1,    77,    56,    41,    59,    41
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
    33,    27,    31,    24,     1,    21,    39,    21,   124,   112,   116,   112,     1,   107,   138,   104
     1,    21,    18,    11,     1,    18,    15,    14,     1,    58,    59,    56,     1,    56,    47,    50
    11,     1,    13,    22,     1,     9,    28,    14,    48,     1,    57,    72,     1,    44,    71,    64
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     8,     9,     1,    24,     1,    11,    24,    17,    46,    42,     1,    74,     1,    53,    66,    54
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
    23,    34,    25,    37,    28,     1,    32,    30,    98,   130,   110,   127,   111,     1,   108,   108
     1,    14,    21,    24,    18,     1,    19,    17,     1,    50,    55,    73,    54,     1,    57,    55
    10,     1,    17,    13,    13,     1,    16,    14,    53,     1,    55,    64,    56,     1,    62,    60
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
    15,    15,     1,    17,    20,     1,    18,    11,    54,    49,     1,    65,    69,     1,    54,    37
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
    15,    19,    24,    20,     1,     1,    21,     8,    53,    54,    70,    70,     1,     1,    63,    41
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
    28,    31,    24,    31,    32,    23,     1,    27,   119,   125,   106,   120,   126,    98,     1,   112
     1,    21,    26,    10,    16,    12,     1,    12,     1,    56,    64,    51,    54,    48,     1,    47
    20,     1,     4,    19,    17,    18,     1,    12,    63,     1,    33,    68,    71,    61,     1,    47
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
    14,    10,     1,    18,    26,    14,     1,    18,    50,    40,     1,    65,    71,    53,     1,    62
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     9,    18,    22,    11,     1,    15,     1,    16,    40,    56,    59,    49,     1,    63,     1,    50
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
    14,     9,    14,    26,    20,     1,     1,    18,    55,    34,    56,    77,    65,     1,     1,    63
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
    28,    22,    29,    28,    28,    35,    38,     1,   112,   105,   117,   125,   115,   128,   128,     1
     1,    22,    11,    11,    19,     8,    12,     1,     1,    59,    51,    50,    58,    45,    50,     1
    12,     1,    16,    17,    24,     7,    22,     1,    46,     1,    70,    55,    61,    45,    57,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
    18,    24,     1,    20,     7,    13,    19,     1,    55,    70,     1,    65,    40,    47,    64,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1,     1
    17,    10,    16,    12,     1,    26,    11,     1,    58,    38,    62,    56,     1,    64,    46,     1
