time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
478,1000,0.9047643999999999,25062,1e-05,53.69078903198242,0.16,23060,-1271.23,24.06,52
460,2000,0.8238243999999999,46362,1e-05,161.88436431884764,0.2,44360,-778.32,19.35,100
449,3000,0.7518220000000001,65310,1e-05,149.29785919189453,0.12,63300,-743.51,18.78,145
440,4000,0.6863214000000001,82547,1e-05,103.30098266601563,0.17,80540,-523.49,16.76,187
431,5000,0.6252592000000001,98616,1e-05,37.13313598632813,0.13,96610,-464.92,16.02,228
424,6000,0.5657702,114271,1e-05,20.142637062072755,0.1,112270,-417.99,15.54,269
422,7000,0.5075959999999999,129580,1e-05,16.589824771881105,0.16,127570,-313.55,14.69,306
421,8000,0.4539248,143704,1e-05,12.161056804656983,0.11,141700,-238.1,13.68,341
419,9000,0.4012948000000002,157554,1e-05,7.587155485153199,0.16,155550,-237.31,14.12,375
417,10000,0.349573,171165,1e-05,4.579167604446411,0.13,169160,-190.09,13.34,410
415,11000,0.29981959999999985,184258,1e-05,3.639208745956421,0.23,182250,-154.13,13.57,443
412,12000,0.2511036000000001,197078,1e-05,2.3548953771591186,0.22,195070,-92.51,12.39,477
410,13000,0.2041166000000001,209443,1e-05,2.349674379825592,0.42,207440,-40.39,11.99,510
407,14000,0.1595046,221183,1e-05,3.211948037147522,0.53,219180,-13.34,11.59,542
403,15000,0.11647720000000006,232506,1e-05,3.620258903503418,0.51,230500,15.92,11.31,575
402,16000,0.07424779999999997,243619,1e-05,4.325296521186829,0.63,241610,52.92,10.79,605
400,17000,0.05,254308,1e-05,4.593648910522461,0.55,252300,45.83,10.89,634
399,18000,0.05,265081,1e-05,6.1233320236206055,0.53,263080,44.45,10.61,664
397,19000,0.05,275853,1e-05,7.1518336772918705,0.56,273850,32.03,11.04,693
396,20000,0.05,286547,1e-05,7.269239234924316,0.56,284540,46.94,10.7,722
395,21000,0.05,297139,1e-05,7.6781388282775875,0.58,295130,51.22,10.59,750
394,22000,0.05,307806,1e-05,7.981197881698608,0.56,305800,46.92,10.83,780
393,23000,0.05,318523,1e-05,8.147904777526856,0.46,316520,34.78,10.72,810
392,24000,0.05,329118,1e-05,8.299474430084228,0.65,327110,54.93,10.7,839
391,25000,0.05,339754,1e-05,7.904629373550415,0.66,337750,65.59,10.22,868
390,26000,0.05,350436,1e-05,8.483923864364623,0.66,348430,43.72,10.78,898
389,27000,0.05,361080,1e-05,8.867852306365966,0.7,359070,66.54,10.58,926
389,28000,0.05,371682,1e-05,8.344958734512328,0.63,369680,48.55,10.33,955
388,29000,0.05,382242,1e-05,8.880754232406616,0.58,380240,49.88,10.93,984
388,30000,0.05,392869,1e-05,8.949954271316528,0.53,390860,45.43,10.55,1012
387,31000,0.05,403430,1e-05,8.72498598098755,0.53,401420,43.09,10.67,1041
386,32000,0.05,414017,1e-05,8.831736373901368,0.6,412010,55.58,10.51,1070
386,33000,0.05,424599,1e-05,9.060739231109618,0.6,422590,50.65,10.66,1098
386,34000,0.05,435122,1e-05,8.837285041809082,0.6,433120,53.97,10.65,1126
385,35000,0.05,445766,1e-05,9.256202507019044,0.49,443760,41.66,10.88,1155
385,36000,0.05,456347,1e-05,8.511541366577148,0.54,454340,44.38,10.63,1184
384,37000,0.05,466969,1e-05,9.24637212753296,0.65,464960,50.62,10.62,1213
384,38000,0.05,477611,1e-05,8.974230575561524,0.54,475610,44.56,10.71,1241
384,39000,0.05,488162,1e-05,8.961379718780517,0.54,486160,32.94,10.91,1270
383,40000,0.05,498819,1e-05,8.759308624267579,0.6,496810,44.95,10.71,1299
