time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
526,1000,0.9048897999999999,25029,1e-05,39.919354629516604,0.18,23020,-1255.61,24.1,47
498,2000,0.8165891999999999,48266,1e-05,48.771142196655276,0.13,46260,-1026.43,21.6,96
485,3000,0.7380621999999999,68931,1e-05,51.56400032043457,0.15,66930,-864.89,19.92,141
476,4000,0.6735952000000001,85896,1e-05,50.54653778076172,0.15,83890,-480.68,16.41,180
472,5000,0.6131371999999999,101806,1e-05,41.05344772338867,0.19,99800,-430.82,15.65,215
467,6000,0.555514,116970,1e-05,28.230703353881836,0.15,114960,-312.91,14.84,250
463,7000,0.49839999999999995,132000,1e-05,18.675907707214357,0.2,129990,-331.1,14.85,284
460,8000,0.44447420000000015,146191,1e-05,12.812017726898194,0.19,144190,-297.66,14.37,317
455,9000,0.3915250000000001,160125,1e-05,7.232960891723633,0.24,158120,-246.69,14.44,351
452,10000,0.3390926000000001,173923,1e-05,3.4281725168228148,0.25,171920,-184.14,13.28,384
448,11000,0.28901620000000017,187101,1e-05,2.6600261926651,0.26,185100,-140.58,12.96,417
446,12000,0.24162640000000013,199572,1e-05,2.449356269836426,0.41,197570,-90.84,12.18,446
444,13000,0.19577560000000005,211638,1e-05,2.17741459608078,0.55,209630,-45.93,11.8,476
442,14000,0.15138020000000008,223321,1e-05,2.9760069012641908,0.53,221320,-8.28,11.67,504
439,15000,0.10792340000000011,234757,1e-05,3.4639421463012696,0.54,232750,4.27,11.38,534
436,16000,0.065998,245790,1e-05,4.504098558425904,0.6,243780,43.63,10.88,563
433,17000,0.05,256569,1e-05,4.6125507116317745,0.52,254560,38.7,10.63,591
431,18000,0.05,267394,1e-05,4.6308787107467655,0.6,265390,46.87,10.58,619
429,19000,0.05,278188,1e-05,5.360359144210816,0.6,276180,54.0,10.88,648
427,20000,0.05,288890,1e-05,5.953548431396484,0.56,286880,55.17,10.58,675
426,21000,0.05,299538,1e-05,6.581280374526978,0.58,297530,53.65,10.5,703
424,22000,0.05,310149,1e-05,6.604151201248169,0.62,308140,47.59,10.53,730
422,23000,0.05,320980,1e-05,7.275197744369507,0.52,318970,46.84,11.23,759
421,24000,0.05,331823,1e-05,6.710527753829956,0.62,329820,56.49,10.83,787
420,25000,0.05,342456,1e-05,7.013737392425537,0.48,340450,32.66,10.71,814
418,26000,0.05,353164,1e-05,7.314423656463623,0.59,351160,41.78,10.7,843
417,27000,0.05,363845,1e-05,6.559257555007934,0.64,361840,51.08,10.88,872
415,28000,0.05,374546,1e-05,7.0853047370910645,0.57,372540,49.1,10.76,900
415,29000,0.05,385192,1e-05,6.671481895446777,0.59,383190,47.44,10.67,927
414,30000,0.05,395936,1e-05,6.9954918384552,0.48,393930,40.23,10.73,955
413,31000,0.05,406714,1e-05,7.048089122772216,0.51,404710,29.62,11.08,984
412,32000,0.05,417443,1e-05,7.019994926452637,0.5,415440,41.66,10.78,1011
411,33000,0.05,428052,1e-05,7.027908372879028,0.6,426050,50.59,10.41,1040
410,34000,0.05,438733,1e-05,7.391942167282105,0.51,436730,42.55,10.6,1068
410,35000,0.05,449414,1e-05,7.1298600196838375,0.58,447410,43.35,11.03,1096
409,36000,0.05,460067,1e-05,7.066846942901611,0.62,458060,45.92,10.77,1123
408,37000,0.05,470683,1e-05,6.860968494415284,0.55,468680,47.38,11.06,1151
408,38000,0.05,481397,1e-05,6.957565450668335,0.58,479390,43.9,10.69,1179
407,39000,0.05,492049,1e-05,6.932921552658081,0.61,490040,51.61,10.37,1207
