time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
502,1000,0.9087392000000001,24016,0.0001,1.0850724637508393,0.25,22010,-1117.28,22.49,47
470,2000,0.8269366,45543,0.0001,1.3659986853599548,0.25,43540,-932.93,20.81,96
462,3000,0.7529772,65006,0.0001,1.5408093929290771,0.28,63000,-709.47,18.48,140
456,4000,0.6838248,83204,0.0001,1.6177069127559662,0.33,81200,-586.8,17.7,182
452,5000,0.6195364000000001,100122,0.0001,1.7440268397331238,0.38,98120,-487.47,16.01,221
446,6000,0.5596293999999999,115887,0.0001,2.1517808556556703,0.37,113880,-420.08,15.82,259
441,7000,0.5024812000000001,130926,0.0001,2.299058496952057,0.42,128920,-365.8,15.06,296
437,8000,0.4484338000000001,145149,0.0001,2.5755414366722107,0.35,143140,-292.49,14.31,332
433,9000,0.3959064,158972,0.0001,3.1371745586395265,0.49,156970,-201.8,13.45,366
430,10000,0.3454728,172244,0.0001,3.595594954490662,0.48,170240,-162.89,12.64,399
429,11000,0.29701520000000003,184996,0.0001,3.769892454147339,0.42,182990,-124.19,12.63,430
425,12000,0.2501308,197334,0.0001,4.209156465530396,0.56,195330,-93.33,11.85,463
423,13000,0.2049981999999999,209211,0.0001,4.4270950078964235,0.51,207210,-44.79,11.3,494
420,14000,0.16090680000000002,220814,0.0001,5.011666631698608,0.57,218810,-29.13,11.66,524
418,15000,0.11775020000000003,232171,0.0001,4.8582947731018065,0.58,230170,12.82,11.06,555
416,16000,0.0754448000000002,243304,0.0001,4.630877161026001,0.52,241300,29.39,11.02,584
413,17000,0.05,254061,0.0001,5.3592150688171385,0.51,252060,47.4,10.48,614
411,18000,0.05,264916,0.0001,5.435608196258545,0.56,262910,50.5,11.14,643
409,19000,0.05,275755,0.0001,5.269245910644531,0.49,273750,40.2,10.55,672
407,20000,0.05,286571,0.0001,4.9613734722137455,0.53,284570,38.71,10.8,702
406,21000,0.05,297396,0.0001,5.485455942153931,0.53,295390,36.67,10.8,731
405,22000,0.05,308082,0.0001,5.353435420989991,0.49,306080,31.84,10.95,760
403,23000,0.05,318807,0.0001,5.818084669113159,0.5,316800,36.21,10.93,790
402,24000,0.05,329660,0.0001,5.2144440650939945,0.59,327650,40.96,11.13,819
400,25000,0.05,340357,0.0001,5.3698381900787355,0.43,338350,29.52,10.44,848
400,26000,0.05,351137,0.0001,5.601396322250366,0.49,349130,37.74,11.09,876
399,27000,0.05,361895,0.0001,5.134345388412475,0.52,359890,44.36,10.64,906
398,28000,0.05,372682,0.0001,5.674216270446777,0.62,370680,46.12,10.97,935
397,29000,0.05,383361,0.0001,5.331470346450805,0.56,381360,42.82,10.69,964
396,30000,0.05,394101,0.0001,5.413778066635132,0.53,392100,38.22,10.83,993
395,31000,0.05,404733,0.0001,5.5077722549438475,0.55,402730,47.76,10.61,1022
394,32000,0.05,415467,0.0001,5.307420158386231,0.49,413460,36.55,10.93,1052
394,33000,0.05,426181,0.0001,5.323187923431396,0.62,424180,52.5,10.56,1081
393,34000,0.05,436933,0.0001,5.272467803955078,0.56,434930,50.42,10.67,1110
392,35000,0.05,447660,0.0001,5.480046701431275,0.49,445650,40.6,10.6,1139
392,36000,0.05,458382,0.0001,5.50308895111084,0.5,456380,30.08,10.54,1168
391,37000,0.05,469043,0.0001,5.30289843082428,0.59,467040,46.48,10.68,1197
390,38000,0.05,479647,0.0001,5.604289817810058,0.48,477640,37.05,10.45,1226
390,39000,0.05,490317,0.0001,5.241137838363647,0.5,488310,39.63,10.43,1256
