train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,train/learning_rate,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate
45.2320743560791,23020,24.1,47,0.18,1e-05,-1258.75,526,1000,25030,0.9048860000000001
19.441861724853517,43800,20.21,92,0.18,1e-05,-835.48,495,2000,45807,0.8259334
2.185323441028595,63290,18.62,135,0.25,1e-05,-699.62,481,3000,65297,0.7518714
1.8898089408874512,81520,17.19,176,0.31,1e-05,-593.26,473,4000,83528,0.6825936
1.8278584122657775,98320,15.39,214,0.39,1e-05,-411.08,467,5000,100327,0.6187574
2.1081288933753966,113770,15.24,250,0.39,1e-05,-395.7,461,6000,115771,0.5600702
2.454834151268005,128570,14.78,286,0.39,1e-05,-345.51,456,7000,130576,0.5038111999999999
3.061016845703125,142860,13.68,320,0.51,1e-05,-236.24,451,8000,144862,0.44952440000000005
3.702117919921875,156370,13.25,352,0.53,1e-05,-193.13,449,9000,158380,0.3981560000000002
4.257263708114624,169320,12.68,383,0.5,1e-05,-149.58,446,10000,171327,0.3489574
4.997260713577271,181890,12.3,414,0.49,1e-05,-105.91,444,11000,183897,0.3011914000000001
5.1839508533477785,194090,12.04,444,0.48,1e-05,-81.79,441,12000,196100,0.25482000000000005
6.239593839645385,205900,11.61,474,0.65,1e-05,-37.64,438,13000,207902,0.20997239999999995
6.801303768157959,217350,11.49,503,0.51,1e-05,-26.03,435,14000,219359,0.16643580000000013
6.999908208847046,228610,10.88,533,0.57,1e-05,12.35,432,15000,230618,0.12365160000000008
7.339135646820068,239530,10.37,561,0.65,1e-05,46.16,430,16000,241531,0.0821822000000001
6.754927396774292,250170,10.65,589,0.53,1e-05,41.51,428,17000,252180,0.05
7.794604253768921,260910,10.67,617,0.54,1e-05,39.97,425,18000,262912,0.05
7.848863029479981,271520,10.93,644,0.49,1e-05,43.26,424,19000,273522,0.05
7.923466587066651,282030,10.7,672,0.67,1e-05,58.88,422,20000,284034,0.05
7.776369905471801,292680,10.71,701,0.58,1e-05,47.44,420,21000,294689,0.05
7.969740104675293,303180,9.94,729,0.6,1e-05,63.09,418,22000,305187,0.05
8.075607204437256,313820,10.81,757,0.65,1e-05,55.0,417,23000,315830,0.05
8.028990077972413,324340,10.01,785,0.51,1e-05,44.46,415,24000,326350,0.05
8.394465255737305,334870,10.26,813,0.55,1e-05,45.84,414,25000,336875,0.05
8.413958406448364,345320,10.7,841,0.72,1e-05,61.21,412,26000,347323,0.05
8.558308696746826,355940,10.36,868,0.51,1e-05,44.63,412,27000,357950,0.05
8.918373012542725,366520,10.48,895,0.58,1e-05,46.46,411,28000,368528,0.05
8.748184394836425,377230,10.75,924,0.58,1e-05,47.92,410,29000,379238,0.05
8.913213729858398,387790,10.64,950,0.59,1e-05,49.86,410,30000,389795,0.05
8.59397325515747,398380,10.59,978,0.55,1e-05,35.63,409,31000,400386,0.05
8.771582412719727,408850,10.46,1006,0.53,1e-05,42.33,408,32000,410854,0.05
9.145889568328858,419410,10.73,1034,0.6,1e-05,51.07,407,33000,421411,0.05
8.817272329330445,429900,10.44,1061,0.61,1e-05,56.11,406,34000,431903,0.05
8.636904573440551,440440,10.68,1090,0.52,1e-05,32.86,405,35000,442447,0.05
8.948279094696044,451000,10.49,1118,0.65,1e-05,61.52,405,36000,453002,0.05
8.81114320755005,461500,10.61,1145,0.56,1e-05,46.6,404,37000,463504,0.05
9.126801872253418,472150,10.5,1174,0.64,1e-05,50.68,403,38000,474155,0.05
9.239453125,482660,10.67,1202,0.6,1e-05,41.49,403,39000,484663,0.05
9.169222831726074,493210,10.26,1230,0.56,1e-05,47.95,402,40000,495213,0.05
