time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
508,1000,0.9065466000000001,24593,0.001,1.831231427192688,0.28,22590,-1141.64,23.24,48
483,2000,0.8247059999999999,46130,0.001,2.090607702732086,0.18,44120,-893.18,20.53,95
474,3000,0.7508187999999999,65574,0.001,2.3979864716529846,0.31,63570,-719.97,19.02,138
469,4000,0.6832206,83363,0.001,2.940799331665039,0.34,81360,-547.64,17.06,177
462,5000,0.6198935999999999,100028,0.001,3.1680897951126097,0.33,98020,-473.56,15.93,216
456,6000,0.5603703999999999,115692,0.001,4.525562739372253,0.35,113690,-413.94,15.49,253
452,7000,0.5037884000000001,130582,0.001,4.921457576751709,0.31,128580,-330.29,14.45,288
449,8000,0.44999180000000005,144739,0.001,5.828764915466309,0.45,142730,-291.26,14.5,322
445,9000,0.3985398,158279,0.001,6.639055824279785,0.4,156270,-261.01,14.25,355
441,10000,0.348452,171460,0.001,7.190527534484863,0.41,169450,-202.28,13.48,388
437,11000,0.29938259999999994,184373,0.001,7.794556999206543,0.45,182370,-164.47,13.08,421
434,12000,0.252787,196635,0.001,7.521523761749267,0.55,194630,-114.81,12.34,452
431,13000,0.2069361999999999,208701,0.001,8.518455123901367,0.45,206700,-49.82,11.57,483
429,14000,0.16269659999999997,220343,0.001,8.03859214782715,0.51,218340,-27.66,11.46,512
427,15000,0.1202354000000001,231517,0.001,8.977341079711914,0.55,229510,7.71,11.07,541
426,16000,0.07829100000000022,242555,0.001,8.80805525779724,0.53,240550,23.01,11.0,568
424,17000,0.05,253414,0.001,9.302391242980956,0.56,251410,45.03,10.84,596
422,18000,0.05,264204,0.001,9.299036121368408,0.52,262200,44.73,10.42,625
420,19000,0.05,274937,0.001,9.548027944564819,0.55,272930,40.26,10.55,654
418,20000,0.05,285696,0.001,8.95074005126953,0.48,283690,23.96,10.71,682
417,21000,0.05,296392,0.001,9.709422826766968,0.54,294390,40.97,10.57,710
415,22000,0.05,307149,0.001,9.67247486114502,0.53,305140,37.51,10.92,739
413,23000,0.05,317880,0.001,9.756483459472657,0.55,315870,41.39,10.84,767
412,24000,0.05,328612,0.001,9.332926559448243,0.62,326610,55.44,10.91,796
411,25000,0.05,339316,0.001,9.906896495819092,0.48,337310,36.08,10.76,825
409,26000,0.05,350083,0.001,9.581017971038818,0.59,348080,44.95,10.85,854
408,27000,0.05,360938,0.001,9.031486082077027,0.58,358930,44.59,10.92,882
407,28000,0.05,371765,0.001,9.329019832611085,0.51,369760,37.69,10.59,911
407,29000,0.05,382559,0.001,9.665756988525391,0.49,380550,41.01,10.8,939
406,30000,0.05,393332,0.001,9.48687810897827,0.52,391330,33.83,10.45,967
405,31000,0.05,404112,0.001,9.919227504730225,0.47,402110,37.83,10.66,996
404,32000,0.05,414791,0.001,9.171893978118897,0.45,412790,30.31,10.51,1025
403,33000,0.05,425598,0.001,9.146677398681641,0.59,423590,53.69,10.89,1053
403,34000,0.05,436249,0.001,9.916262149810791,0.59,434240,48.43,10.67,1081
402,35000,0.05,447017,0.001,9.402529525756837,0.54,445010,45.44,10.73,1110
402,36000,0.05,457756,0.001,9.028258514404296,0.52,455750,42.92,10.76,1138
401,37000,0.05,468441,0.001,9.292613983154297,0.56,466440,36.92,10.62,1166
400,38000,0.05,479267,0.001,9.033277130126953,0.5,477260,36.78,10.96,1195
400,39000,0.05,490083,0.001,9.26965627670288,0.51,488080,46.49,10.59,1224
