train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,train/learning_rate,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate
42.19006614685058,22720,22.28,48,0.17,1e-05,-1092.81,512,1000,24724,0.9060487999999999
5.03345136642456,43460,21.49,94,0.27,1e-05,-1000.88,481,2000,45467,0.8272254000000001
1.3729598879814149,63040,19.51,137,0.31,1e-05,-807.4,474,3000,65046,0.7528252
1.5111586689949035,81400,17.45,178,0.37,1e-05,-600.6,467,4000,83407,0.6830533999999999
1.852243137359619,98210,16.73,217,0.36,1e-05,-515.23,461,5000,100219,0.6191678
1.6060964107513427,113750,14.87,253,0.44,1e-05,-379.84,457,6000,115757,0.5601234
2.4207615494728087,128640,14.7,289,0.38,1e-05,-374.56,451,7000,130644,0.5035528
2.706353545188904,142910,13.78,323,0.38,1e-05,-256.94,448,8000,144920,0.44930400000000004
3.0303795337677,156540,13.0,356,0.5,1e-05,-174.26,445,9000,158547,0.3975214
3.814377546310425,169650,12.85,388,0.43,1e-05,-165.37,442,10000,171655,0.347711
3.508874845504761,182410,12.67,419,0.46,1e-05,-129.75,439,11000,184414,0.2992268000000001
3.96025927066803,194720,12.07,451,0.6,1e-05,-85.03,435,12000,196723,0.25245260000000014
4.1142456293106076,206620,11.78,481,0.6,1e-05,-43.37,433,13000,208627,0.2072174
4.819245100021362,218210,11.11,511,0.59,1e-05,-3.65,430,14000,220215,0.16318300000000008
5.175791501998901,229470,11.07,540,0.61,1e-05,2.39,428,15000,231471,0.12041020000000013
5.283413934707641,240530,11.17,570,0.61,1e-05,30.62,425,16000,242538,0.07835559999999997
5.91579041481018,251260,10.75,598,0.58,1e-05,42.21,423,17000,253262,0.05
6.319723749160767,261940,10.34,627,0.56,1e-05,46.92,420,18000,263947,0.05
6.841926050186157,272540,10.25,655,0.55,1e-05,50.71,418,19000,274542,0.05
7.101012372970581,283210,10.55,683,0.58,1e-05,38.53,417,20000,285219,0.05
6.803757858276367,293900,10.74,712,0.51,1e-05,47.02,415,21000,295903,0.05
7.01441650390625,304550,10.67,741,0.63,1e-05,54.5,413,22000,306557,0.05
6.959169387817383,315180,10.61,769,0.56,1e-05,46.52,412,23000,317190,0.05
7.173880767822266,325840,10.49,797,0.53,1e-05,47.04,411,24000,327846,0.05
6.941336822509766,336480,10.8,824,0.54,1e-05,38.48,410,25000,338485,0.05
6.950351762771606,347070,10.58,852,0.6,1e-05,40.04,409,26000,349080,0.05
6.968491458892823,357710,10.59,880,0.58,1e-05,44.74,408,27000,359718,0.05
6.994834995269775,368350,10.28,909,0.59,1e-05,57.03,407,28000,370352,0.05
6.994312810897827,379020,10.64,936,0.6,1e-05,49.93,406,29000,381023,0.05
7.101659297943115,389550,10.41,964,0.63,1e-05,54.35,406,30000,391557,0.05
6.744814014434814,400070,10.56,992,0.53,1e-05,44.71,405,31000,402076,0.05
7.235976886749268,410710,10.6,1020,0.54,1e-05,40.87,404,32000,412715,0.05
6.7961396217346195,421190,10.46,1047,0.58,1e-05,44.12,404,33000,423198,0.05
7.221654415130615,431860,10.74,1076,0.66,1e-05,54.38,403,34000,433863,0.05
6.7038017272949215,442510,10.43,1104,0.58,1e-05,41.18,402,35000,444512,0.05
6.813430404663086,453040,10.47,1132,0.63,1e-05,51.58,401,36000,455045,0.05
6.935331535339356,463640,10.65,1161,0.47,1e-05,37.28,401,37000,465643,0.05
7.445237112045288,474200,10.35,1189,0.53,1e-05,43.86,400,38000,476201,0.05
7.24924488067627,484820,10.69,1217,0.53,1e-05,41.85,399,39000,486830,0.05
7.197977018356323,495300,10.46,1244,0.53,1e-05,50.44,399,40000,497309,0.05
