time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
518,1000,0.9049962,25001,1e-05,40.119912719726564,0.13,23000,-1253.49,24.08,48
492,2000,0.8160724,48402,1e-05,52.15262145996094,0.18,46400,-1206.91,23.58,98
482,3000,0.7328942,70291,1e-05,100.8124900817871,0.15,68290,-986.68,21.62,145
474,4000,0.6633960000000001,88580,1e-05,127.5351791381836,0.16,86570,-493.42,16.29,186
469,5000,0.6032952,104396,1e-05,122.92532119750976,0.2,102390,-383.99,15.44,222
464,6000,0.5452235999999999,119678,1e-05,105.81837539672851,0.11,117670,-360.49,14.93,257
460,7000,0.48833000000000004,134650,1e-05,65.79858932495117,0.13,132640,-290.53,14.23,292
457,8000,0.43451819999999997,148811,1e-05,36.02756042480469,0.12,146810,-197.77,13.48,325
453,9000,0.3822378000000002,162569,1e-05,20.012910652160645,0.1,160560,-182.92,13.23,358
449,10000,0.33116960000000006,176008,1e-05,14.906278800964355,0.17,174000,-184.19,13.59,391
446,11000,0.2809336,189228,1e-05,10.970139694213866,0.21,187220,-115.75,12.75,423
444,12000,0.23233540000000008,202017,1e-05,8.613226079940796,0.17,200010,-110.64,12.81,454
441,13000,0.1857359999999999,214280,1e-05,7.652787685394287,0.27,212270,-72.61,12.36,485
438,14000,0.14058820000000005,226161,1e-05,6.476494836807251,0.27,224160,-31.01,11.96,515
436,15000,0.09643219999999997,237781,1e-05,5.406114339828491,0.33,235780,-1.75,11.21,545
433,16000,0.05326799999999998,249140,1e-05,5.133371067047119,0.43,247130,36.43,10.94,574
431,17000,0.05,260248,1e-05,4.619412517547607,0.49,258240,29.3,10.93,603
429,18000,0.05,271367,1e-05,4.4925724267959595,0.55,269360,45.34,11.23,631
427,19000,0.05,282478,1e-05,5.103726053237915,0.49,280470,43.27,11.22,660
426,20000,0.05,293424,1e-05,5.874972343444824,0.52,291420,41.39,11.16,687
425,21000,0.05,304349,1e-05,5.969210815429688,0.49,302340,40.27,10.7,715
424,22000,0.05,315418,1e-05,6.2908851146698,0.49,313410,45.16,11.03,743
422,23000,0.05,326406,1e-05,6.623135757446289,0.55,324400,45.28,11.18,772
421,24000,0.05,337187,1e-05,7.502448463439942,0.54,335180,39.84,11.06,800
419,25000,0.05,348208,1e-05,7.357371091842651,0.59,346200,39.66,11.15,829
418,26000,0.05,359071,1e-05,7.85742506980896,0.52,357070,43.28,10.74,857
417,27000,0.05,369845,1e-05,7.436215877532959,0.62,367840,55.46,10.54,884
417,28000,0.05,380718,1e-05,7.960239410400391,0.54,378710,46.15,11.16,912
416,29000,0.05,391500,1e-05,7.936423635482788,0.61,389490,56.93,10.71,941
415,30000,0.05,402309,1e-05,7.560186672210693,0.48,400300,40.3,10.56,969
413,31000,0.05,413120,1e-05,7.972825336456299,0.57,411110,52.09,10.56,997
413,32000,0.05,423760,1e-05,7.329701328277588,0.61,421750,51.16,10.59,1025
412,33000,0.05,434449,1e-05,7.662584066390991,0.49,432440,35.31,10.24,1053
411,34000,0.05,445269,1e-05,7.889454364776611,0.57,443260,39.5,10.57,1081
411,35000,0.05,456036,1e-05,8.013930416107177,0.57,454030,49.53,10.7,1109
410,36000,0.05,466787,1e-05,7.8858214855194095,0.57,464780,54.02,10.44,1137
409,37000,0.05,477590,1e-05,8.353190279006958,0.52,475580,36.61,10.93,1165
409,38000,0.05,488257,1e-05,8.695278072357178,0.58,486250,53.0,10.5,1193
408,39000,0.05,498950,1e-05,8.109249019622803,0.56,496940,46.4,10.87,1221
