time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
542,1000,0.9042552,25196,1e-05,38.510916519165036,0.2,23190,-1349.7,25.17,46
505,2000,0.8126562,49301,1e-05,62.85849571228027,0.13,47300,-1144.48,23.12,97
487,3000,0.7323964000000001,70422,1e-05,102.32928695678712,0.14,68420,-847.28,20.17,144
478,4000,0.6587562,89801,1e-05,106.68116073608398,0.21,87800,-755.42,18.91,187
470,5000,0.5974660000000002,105930,1e-05,158.98654022216797,0.15,103920,-385.63,15.39,225
466,6000,0.5421037999999999,120499,1e-05,143.30761108398437,0.19,118490,-284.13,14.61,258
461,7000,0.4869391999999999,135016,1e-05,121.67418594360352,0.13,133010,-243.2,14.0,292
456,8000,0.4330476000000001,149198,1e-05,96.56672897338868,0.11,147190,-237.6,13.57,326
453,9000,0.38131819999999983,162811,1e-05,65.74917984008789,0.1,160810,-220.11,13.56,358
449,10000,0.33284920000000007,175566,1e-05,41.66380653381348,0.13,173560,-127.41,12.15,390
446,11000,0.28515540000000017,188117,1e-05,27.792156982421876,0.1,186110,-92.62,12.21,421
442,12000,0.23812659999999997,200493,1e-05,19.358791160583497,0.09,198490,-72.73,11.98,452
438,13000,0.19219219999999992,212581,1e-05,13.870940971374512,0.06,210580,-64.45,11.92,484
436,14000,0.14708240000000006,224452,1e-05,11.285084056854249,0.1,222450,-53.0,11.79,513
433,15000,0.1012050000000001,236525,1e-05,8.396268081665038,0.16,234520,-38.13,11.54,545
431,16000,0.05677539999999992,248217,1e-05,6.082812356948852,0.17,246210,-4.0,11.17,575
428,17000,0.05,259499,1e-05,5.257128047943115,0.18,257490,5.32,11.63,605
427,18000,0.05,270883,1e-05,4.67285475730896,0.14,268880,1.25,11.08,634
425,19000,0.05,282420,1e-05,4.500619959831238,0.2,280410,8.85,11.81,664
423,20000,0.05,293800,1e-05,3.419926977157593,0.25,291790,9.63,11.26,693
421,21000,0.05,305173,1e-05,3.7677242755889893,0.22,303170,9.72,11.42,723
420,22000,0.05,316479,1e-05,3.5808109521865843,0.25,314470,11.21,11.24,752
418,23000,0.05,327702,1e-05,3.7256854295730593,0.22,325700,2.89,11.06,782
417,24000,0.05,339072,1e-05,3.633213973045349,0.19,337070,-0.31,11.5,811
416,25000,0.05,350342,1e-05,3.7077471017837524,0.24,348340,12.97,11.37,841
415,26000,0.05,361414,1e-05,3.89159414768219,0.28,359410,24.73,11.12,870
414,27000,0.05,372594,1e-05,4.065657305717468,0.36,370590,24.9,10.52,899
413,28000,0.05,383894,1e-05,4.087637901306152,0.38,381890,34.73,11.08,929
412,29000,0.05,394857,1e-05,3.962427020072937,0.29,392850,10.87,10.98,958
411,30000,0.05,406091,1e-05,4.551517391204834,0.34,404090,15.15,11.0,986
410,31000,0.05,417216,1e-05,4.075077104568481,0.37,415210,26.29,10.73,1016
410,32000,0.05,428313,1e-05,4.425939679145813,0.35,426310,15.29,10.8,1044
409,33000,0.05,439358,1e-05,5.016478204727173,0.47,437350,45.94,11.35,1073
408,34000,0.05,450275,1e-05,5.059869241714478,0.36,448270,21.83,11.08,1101
408,35000,0.05,461384,1e-05,5.352527356147766,0.44,459380,32.45,11.28,1130
407,36000,0.05,472350,1e-05,5.7219757556915285,0.48,470340,39.94,10.96,1159
407,37000,0.05,483276,1e-05,6.015488910675049,0.41,481270,34.12,10.69,1187
406,38000,0.05,494162,1e-05,5.660495662689209,0.41,492160,33.48,10.96,1215
