     35,     33,     34,     53,     57,     53,     47,     81
     40,     28,     29,     58,     55,     43,     39,     77
      1,      1,      1,      1,      1,      1,      1,      1
      1,      1,      1,      1,      1,      1,      1,      1
     29,     35,     26,     38,     46,     48,     41,     54
     32,     40,     36,     39,     54,     51,     45,     66
     30,     37,     20,     55,     51,     51,     33,     75
     44,     29,     23,     41,     58,     50,     29,     70
