    1,    2,    1,    1,    3,    4,    4,    4
   13,    8,    9,   14,   56,   46,   48,   64
   21,   16,   11,   21,   90,   68,   37,  102
   18,   17,   11,   25,   95,   65,   45,  130
   19,   15,   12,   32,   88,   68,   53,  123
   19,   13,    9,   28,   93,   69,   42,  122
   26,   17,    8,   43,   96,   58,   48,  159
    4,    3,    4,   11,   18,   14,   10,   25
