     9,     5,    11,    15,    14,     8,    14,    16
    34,    32,    38,    60,    57,    47,    52,    82
    67,    57,    58,    77,   107,    98,    92,   120
    26,    22,    27,    33,    43,    35,    36,    54
    37,    33,    24,    50,    54,    48,    38,    73
    15,    12,    10,    24,    22,    16,    13,    38
    32,    27,    24,    35,    48,    33,    38,    56
