      6,      4,      5,      4,     26,     16,     21,     16
      8,      7,      1,      3,     36,     31,      1,     11
      5,      8,      5,     10,     21,     36,     21,     46
      5,      5,      1,      8,     21,     21,      1,     36
      6,      7,      5,      6,     26,     31,     21,     26
      1,      4,      5,      2,      1,     16,     21,      6
     12,      4,      6,     14,     56,     16,     26,     66
