    1,    1,    1,    1,    1,    1,    1,    1
    1,    1,    1,   21,    1,    1,    1,   80
   18,    1,    1,   10,   51,    1,    1,   43
   28,   28,    1,   18,   81,   86,    1,   91
    8,    9,   15,    6,   52,   61,   55,   53
   30,   33,   31,   32,  165,  140,  161,  139
