    1,    1,    1,    1,    1,    1,    1,    1
    1,    1,    1,    2,    2,    1,    1,   11
    6,    3,    1,   14,   14,    3,    1,   37
   13,    7,    4,   22,   39,   15,   15,   76
    7,   10,    4,   13,   35,   26,   14,   48
   76,   55,   23,   70,  317,  229,  145,  327
   30,   24,   21,   26,  148,  100,   85,  155
