   10,    5,    6,    7,   40,   30,   26,   38
   15,   12,    6,   15,   68,   63,   38,   61
   16,   16,    6,   10,   66,   53,   32,   94
    7,   14,    9,   19,   61,   60,   34,   81
   15,    7,    8,   25,   63,   31,   30,   87
   14,   11,    8,   17,   37,   27,   24,   58
   10,   10,    8,   17,   23,   14,   14,   27
    5,    1,    1,    4,    5,    2,    1,    6
