    73,    50,    77,    74,   109,    95,   117,   118
    71,    54,    56,    66,   112,    84,    80,    99
    46,    47,    32,    71,    61,    71,    37,    97
    36,    15,    18,    36,    45,    19,    21,    49
    11,    11,     4,    19,    12,    11,     4,    20
     4,     1,     1,     6,     4,     1,     1,     6
     1,     1,     1,     3,     1,     1,     1,     3
