      1,      1,      1,      1,      1,      1,      1,      1
     89,     79,     73,     98,    131,    127,    113,    138
     66,     55,     30,     72,     87,     91,     52,    104
     49,     32,     21,     37,     67,     51,     33,     52
     18,      7,      7,     17,     20,      7,      8,     22
      7,      5,      3,     10,      9,      6,      3,     14
      1,      1,      1,      2,      1,      1,      1,      2
