train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,train/learning_rate,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate
42.855315399169925,22710,22.94,48,0.23,1e-05,-1127.6,508,1000,24713,0.9060906000000001
4.47255048751831,43220,20.04,93,0.21,1e-05,-882.42,482,2000,45223,0.8281525999999999
1.3112215965986251,62960,18.34,137,0.29,1e-05,-713.42,473,3000,64970,0.7531140000000001
1.6282365798950196,81180,18.43,179,0.35,1e-05,-664.17,464,4000,83188,0.6838856000000001
1.2577215731143951,97740,16.34,216,0.39,1e-05,-476.36,460,5000,99749,0.6209538000000001
2.3162360548973084,113480,16.03,252,0.37,1e-05,-444.0,457,6000,115481,0.5611722
2.412045657634735,128290,14.26,288,0.45,1e-05,-293.65,451,7000,130297,0.5048714000000001
3.0354273319244385,142600,13.64,322,0.52,1e-05,-222.84,448,8000,144606,0.45049719999999993
2.7932188630104067,156360,13.42,355,0.44,1e-05,-209.32,445,9000,158365,0.39821300000000015
3.6680585026741026,169380,13.19,387,0.46,1e-05,-183.23,442,10000,171387,0.34872939999999997
3.9337579011917114,182310,12.63,418,0.6,1e-05,-127.58,440,11000,184318,0.29959160000000007
3.839163076877594,194630,12.13,448,0.51,1e-05,-82.45,438,12000,196635,0.252787
4.9127469778060915,206490,11.51,479,0.53,1e-05,-17.35,434,13000,208498,0.20770760000000021
4.65790581703186,218070,11.42,509,0.52,1e-05,-12.7,432,14000,220075,0.16371499999999994
4.908726549148559,229350,11.05,538,0.57,1e-05,7.76,429,15000,231355,0.12085100000000015
5.631383180618286,240330,11.18,566,0.58,1e-05,19.87,427,16000,242339,0.07911180000000018
5.905302667617798,251120,10.38,594,0.56,1e-05,52.56,425,17000,253124,0.05
6.273392200469971,261660,10.29,621,0.68,1e-05,56.95,424,18000,263663,0.05
6.409395837783814,272300,11.02,648,0.5,1e-05,34.77,422,19000,274310,0.05
6.757296800613403,282800,10.47,676,0.46,1e-05,33.67,420,20000,284803,0.05
6.738471031188965,293380,10.68,705,0.5,1e-05,42.59,418,21000,295384,0.05
6.560089159011841,303940,10.52,734,0.54,1e-05,45.06,416,22000,305943,0.05
6.79073429107666,314560,10.65,762,0.58,1e-05,38.89,415,23000,316563,0.05
6.965283489227295,325200,10.32,790,0.54,1e-05,51.25,413,24000,327205,0.05
7.220028924942016,335840,10.31,818,0.61,1e-05,54.15,412,25000,337846,0.05
6.842123746871948,346440,10.77,846,0.53,1e-05,45.33,411,26000,348445,0.05
6.733391046524048,357010,10.5,874,0.61,1e-05,58.02,410,27000,359013,0.05
6.947760725021363,367670,10.56,903,0.57,1e-05,47.23,409,28000,369671,0.05
7.112277030944824,378200,10.55,930,0.52,1e-05,46.42,408,29000,380204,0.05
6.949324655532837,388790,10.45,957,0.5,1e-05,46.99,408,30000,390791,0.05
6.825497817993164,399430,10.42,986,0.61,1e-05,47.94,407,31000,401435,0.05
6.933860397338867,410140,10.61,1014,0.55,1e-05,50.55,406,32000,412149,0.05
6.909073209762573,420690,10.62,1042,0.63,1e-05,51.2,405,33000,422700,0.05
6.893052768707276,431340,10.41,1070,0.63,1e-05,50.2,404,34000,433343,0.05
6.76101393699646,441990,10.7,1099,0.55,1e-05,38.73,403,35000,443996,0.05
6.959669065475464,452540,10.68,1127,0.48,1e-05,27.56,403,36000,454549,0.05
6.867598199844361,463210,10.59,1157,0.6,1e-05,57.67,402,37000,465215,0.05
6.793663454055786,473850,10.75,1185,0.6,1e-05,51.87,401,38000,475858,0.05
6.723090362548828,484440,11.06,1214,0.58,1e-05,38.22,400,39000,486445,0.05
7.345844316482544,495000,10.72,1243,0.54,1e-05,37.83,399,40000,497002,0.05
