time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
496,1000,0.9083934,24107,0.001,1.2677263617515564,0.25,22100,-1164.83,23.29,48
471,2000,0.8265718000000001,45639,0.001,1.2549995958805085,0.27,43630,-940.6,21.22,96
454,3000,0.7523464,65172,0.001,1.9196205854415893,0.29,63170,-704.66,18.81,143
449,4000,0.6834524000000001,83302,0.001,2.234870707988739,0.33,81300,-623.74,18.13,185
442,5000,0.6191906,100213,0.001,2.7694785356521607,0.34,98210,-508.42,16.31,226
438,6000,0.5585882,116161,0.001,2.6553051471710205,0.31,114160,-404.97,15.49,264
437,7000,0.501459,131195,0.001,3.27273313999176,0.36,129190,-326.8,14.69,300
436,8000,0.4469518000000001,145539,0.001,3.2061371564865113,0.4,143530,-252.16,14.14,333
431,9000,0.39460680000000004,159314,0.001,3.513346028327942,0.45,157310,-213.62,13.67,369
426,10000,0.3434360000000001,172780,0.001,4.042133855819702,0.36,170770,-204.98,13.51,405
424,11000,0.29475799999999985,185590,0.001,4.505549645423889,0.52,183580,-140.33,12.98,436
421,12000,0.24794199999999988,197910,0.001,4.6741002082824705,0.5,195900,-67.3,12.14,469
419,13000,0.20198860000000007,210003,0.001,5.115949440002441,0.45,208000,-62.88,11.72,500
418,14000,0.1578820000000002,221610,0.001,5.030483603477478,0.46,219600,-43.13,11.64,530
415,15000,0.11510920000000002,232866,0.001,5.32335352897644,0.46,230860,-9.84,11.07,559
414,16000,0.07235539999999996,244117,0.001,5.489039373397827,0.46,242110,9.95,11.23,589
412,17000,0.05,254911,0.001,5.87650465965271,0.46,252910,35.52,10.85,617
411,18000,0.05,265731,0.001,5.78296012878418,0.43,263730,28.2,10.76,646
409,19000,0.05,276572,0.001,6.066357851028442,0.48,274570,40.97,10.79,675
408,20000,0.05,287446,0.001,6.074278736114502,0.49,285440,34.23,10.87,703
407,21000,0.05,298206,0.001,6.303276586532593,0.51,296200,33.31,10.83,732
406,22000,0.05,308937,0.001,6.276461744308472,0.54,306930,35.21,10.63,760
405,23000,0.05,319765,0.001,6.370781421661377,0.52,317760,38.22,10.77,788
404,24000,0.05,330622,0.001,5.862655591964722,0.6,328620,40.56,10.69,817
404,25000,0.05,341376,0.001,6.18153567314148,0.53,339370,44.1,10.45,844
402,26000,0.05,352149,0.001,6.681913566589356,0.5,350140,39.29,10.87,874
401,27000,0.05,363003,0.001,6.243451690673828,0.44,361000,28.63,10.69,903
401,28000,0.05,373964,0.001,6.55599422454834,0.47,371960,34.93,11.13,932
400,29000,0.05,384660,0.001,6.313270187377929,0.48,382650,35.18,10.59,960
399,30000,0.05,395443,0.001,6.143153333663941,0.42,393440,30.25,10.92,989
399,31000,0.05,406219,0.001,6.245865726470948,0.51,404210,37.39,10.71,1017
398,32000,0.05,416950,0.001,6.189760828018189,0.56,414940,49.18,10.7,1046
397,33000,0.05,427792,0.001,6.349598932266235,0.54,425790,41.9,10.95,1074
397,34000,0.05,438591,0.001,6.316796684265137,0.56,436590,39.19,10.94,1102
397,35000,0.05,449467,0.001,5.93190016746521,0.44,447460,31.86,10.83,1131
397,36000,0.05,460297,0.001,6.105978202819824,0.65,458290,49.55,10.89,1159
396,37000,0.05,471034,0.001,6.025447654724121,0.49,469030,38.81,10.81,1188
396,38000,0.05,481860,0.001,6.271610069274902,0.49,479850,45.34,10.54,1216
395,39000,0.05,492735,0.001,6.428859424591065,0.6,490730,54.39,10.83,1245
