time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
488,1000,0.9088038,23999,0.0001,1.706032967567444,0.24,21990,-1175.48,23.23,49
463,2000,0.8273926,45423,0.0001,1.8284340381622315,0.21,43420,-859.55,20.1,97
456,3000,0.7544782000000001,64611,0.0001,2.1326000928878783,0.24,62610,-738.78,18.91,141
448,4000,0.6857704,82692,0.0001,2.7419125914573668,0.33,80690,-621.28,17.7,184
444,5000,0.6227208000000001,99284,0.0001,4.247916865348816,0.37,97280,-483.52,16.47,223
439,6000,0.5630835999999999,114978,0.0001,5.095234727859497,0.38,112970,-396.18,15.51,261
436,7000,0.5062546000000001,129933,0.0001,5.528611898422241,0.42,127930,-294.46,14.81,297
432,8000,0.4522756000000001,144138,0.0001,6.050655841827393,0.42,142130,-284.31,13.95,332
430,9000,0.4002878000000001,157819,0.0001,6.542887830734253,0.43,155810,-203.28,13.06,366
427,10000,0.35018859999999996,171003,0.0001,6.992998266220093,0.5,169000,-168.99,13.02,399
424,11000,0.3021832,183636,0.0001,8.097068071365356,0.44,181630,-137.25,12.55,432
421,12000,0.2553937999999999,195949,0.0001,8.1253493309021,0.46,193940,-99.02,12.2,464
419,13000,0.20999900000000005,207895,0.0001,8.303363370895386,0.5,205890,-65.38,11.9,495
417,14000,0.16591900000000004,219495,0.0001,8.149585056304932,0.64,217490,-20.59,11.46,525
415,15000,0.12280040000000003,230842,0.0001,8.641273260116577,0.6,228840,3.79,11.18,555
413,16000,0.08112959999999991,241808,0.0001,8.885232543945312,0.57,239800,19.36,10.82,584
411,17000,0.05,252562,0.0001,9.185788249969482,0.49,250560,34.66,10.9,613
409,18000,0.05,263404,0.0001,9.567998313903809,0.49,261400,33.47,11.07,643
407,19000,0.05,273910,0.0001,9.669082260131836,0.66,271900,51.89,10.73,671
406,20000,0.05,284581,0.0001,9.335357475280762,0.52,282580,40.11,10.92,699
405,21000,0.05,295333,0.0001,9.37955617904663,0.51,293330,29.56,10.78,729
403,22000,0.05,306030,0.0001,10.018637371063232,0.52,304020,44.18,10.83,758
402,23000,0.05,316722,0.0001,9.773019599914551,0.65,314720,55.91,10.69,787
401,24000,0.05,327477,0.0001,9.453598594665527,0.52,325470,30.75,10.51,816
399,25000,0.05,338052,0.0001,9.988356685638427,0.57,336050,45.06,10.93,845
398,26000,0.05,348731,0.0001,9.418422985076905,0.52,346730,35.19,10.93,874
397,27000,0.05,359369,0.0001,10.12811346054077,0.57,357360,46.83,10.59,904
396,28000,0.05,370015,0.0001,8.739016962051391,0.57,368010,45.16,10.89,933
395,29000,0.05,380670,0.0001,9.109283351898194,0.52,378660,49.12,10.38,961
394,30000,0.05,391340,0.0001,9.838311100006104,0.64,389330,57.44,10.93,990
394,31000,0.05,402071,0.0001,9.061944675445556,0.56,400070,44.03,11.04,1019
393,32000,0.05,412691,0.0001,8.78344087600708,0.59,410690,54.04,10.34,1048
392,33000,0.05,423459,0.0001,9.488680458068847,0.56,421450,48.8,10.77,1077
392,34000,0.05,434140,0.0001,8.959162330627441,0.62,432130,47.06,10.74,1106
391,35000,0.05,444792,0.0001,9.186164569854736,0.53,442790,34.7,10.94,1135
390,36000,0.05,455493,0.0001,9.410647344589233,0.57,453490,45.94,10.97,1165
390,37000,0.05,466184,0.0001,9.450752925872802,0.52,464180,38.46,10.72,1193
390,38000,0.05,476856,0.0001,9.279189014434815,0.56,474850,50.05,10.56,1222
389,39000,0.05,487485,0.0001,9.173136806488037,0.56,485480,45.37,10.2,1250
389,40000,0.05,497976,0.0001,8.838071346282959,0.65,495970,51.94,10.2,1279
