  305,  391,  339,  477,  115,  153,   53,   58,  132,  134,  125,  140,  142,   10,    3, 1407, 1689, 1577, 2055,  618,  679,  308,  334,  728,  633,  618,  640,  673,   28,   17
  466,  397,  338,  461,  154,  156,   93,   82,  188,  189,  184,  130,  131,   22,    4, 1901, 1628, 1476, 1858,  734,  678,  409,  379,  863,  771,  746,  702,  689,   42,   29
  380,  318,  238,  356,  113,  128,   49,   65,  134,  106,  193,  105,   98,   15,    6, 1318,  976,  870, 1194,  398,  421,  173,  227,  472,  393,  500,  412,  378,   27,   21
  193,  123,   97,  156,   38,   56,   32,   16,   57,   51,   83,   36,   34,    6,    2,  529,  313,  279,  417,  117,  157,   73,   53,  165,  141,  167,  116,  104,   11,    7
