     10,     11,      9,     12,      5,      3,      2,      3,      1,      2,      2,      2,      3,      1,      1,     46,     47,     45,     49,     19,     19,     10,     12,     12,      9,     14,     11,     10,      1,      1
     12,      9,     12,     12,      6,      4,      6,      1,      8,      4,      3,      5,      2,      1,      2,     42,     33,     35,     40,     15,     11,     12,      7,     17,     11,     16,     14,     10,      2,      2
     12,     10,     10,     12,      5,      5,      5,      4,      1,      2,      6,      3,      6,      1,      2,     42,     36,     31,     40,     12,     13,     12,     10,      8,     11,     15,     11,     13,      2,      3
     10,      7,      8,     11,      3,      2,      2,      2,      2,      3,      7,      2,      2,      1,      4,     23,     16,     18,     22,      5,      5,      3,      4,      5,      4,     11,      4,      3,      2,      5
      8,      7,      3,     10,      3,      2,      2,      1,      1,      3,      1,      2,      2,      1,      2,     14,     11,      7,     15,      3,      4,      2,      2,      1,      3,      2,      3,      5,      2,      2
      5,      4,      5,      6,      1,      3,      4,      2,      2,      1,      3,      1,      1,      3,      1,      8,      5,      6,      9,      2,      3,      4,      2,      2,      1,      3,      2,      3,      3,      1
      7,      1,      1,      4,      2,      1,      1,      1,      1,      1,      1,      1,      1,      1,      2,      7,      1,      1,      4,      2,      1,      1,      1,      1,      1,      1,      1,      1,      1,      2
