train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,train/learning_rate,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate
49.90739440917969,5722,21.81,16,0.2,0.0001,-1050.74,1367,1000,22992,0.5631519999999998
57.930015563964844,10134,16.31,33,0.12,0.0001,-530.69,1223,2000,40637,0.22789700000000046
39.51803207397461,14432,13.49,51,0.11,0.0001,-240.67,1116,3000,57831,0.05
41.65329360961914,18234,23.43,69,0.08,0.0001,-1199.69,1057,4000,73040,0.05
64.74324798583984,21620,13.78,84,0.05,0.0001,-241.06,1025,5000,86583,0.05
71.87580871582031,25055,12.21,100,0.13,0.0001,-57.7,1002,6000,100321,0.05
35.784584045410156,28283,13.31,114,0.08,0.0001,-197.32,986,7000,113234,0.05
67.03802490234375,31419,13.38,129,0.1,0.0001,-209.1,974,8000,125779,0.05
76.47465515136719,34542,13.48,143,0.09,0.0001,-218.93,964,9000,138269,0.05
130.62890625,37666,14.05,157,0.12,0.0001,-276.29,955,10000,150765,0.05
158.96495056152344,40802,13.51,172,0.08,0.0001,-209.37,946,11000,163310,0.05
178.7379150390625,43909,11.34,186,0.07,0.0001,-32.66,942,12000,175739,0.05
89.00422668457031,47076,11.97,200,0.04,0.0001,-98.69,937,13000,188406,0.05
111.23347473144531,50321,14.06,215,0.08,0.0001,-253.84,932,14000,201385,0.05
58.96565628051758,53556,11.58,230,0.11,0.0001,-51.14,928,15000,214325,0.05
117.53866577148438,56711,12.87,245,0.07,0.0001,-142.06,925,16000,226945,0.05
109.09071350097656,59879,13.33,259,0.09,0.0001,-206.97,924,17000,239618,0.05
133.5684814453125,63138,13.65,274,0.07,0.0001,-200.9,920,18000,252653,0.05
126.56871032714844,66213,12.51,288,0.07,0.0001,-141.89,917,19000,264954,0.05
280.2864990234375,69454,12.45,303,0.08,0.0001,-139.67,915,20000,277920,0.05
72.67984008789062,72604,13.65,317,0.1,0.0001,-229.14,913,21000,290518,0.05
137.27003479003906,75806,15.3,332,0.04,0.0001,-390.58,912,22000,303328,0.05
218.2544403076172,78928,14.06,346,0.11,0.0001,-264.6,911,23000,315813,0.05
3.284667730331421,82017,12.77,360,0.06,0.0001,-158.06,910,24000,328170,0.05
162.3109893798828,85156,13.3,374,0.09,0.0001,-165.95,909,25000,340725,0.05
247.1165008544922,88238,11.2,388,0.09,0.0001,-15.13,908,26000,353056,0.05
172.10076904296875,91320,11.1,402,0.11,0.0001,2.22,907,27000,365384,0.05
84.89877319335938,94384,11.56,416,0.1,0.0001,-32.96,907,28000,377640,0.05
86.98326873779297,97648,12.75,431,0.09,0.0001,-167.15,906,29000,390693,0.05
99.22666931152344,100769,11.88,444,0.12,0.0001,-22.33,906,30000,403177,0.05
181.88360595703125,104235,13.43,460,0.14,0.0001,-182.63,906,31000,417043,0.05
326.201416015625,107756,13.23,476,0.06,0.0001,-202.03,905,32000,431126,0.05
6.318459510803223,111415,13.68,493,0.09,0.0001,-189.74,904,33000,445763,0.05
528.2506103515625,115032,14.62,509,0.12,0.0001,-307.92,902,34000,460229,0.05
161.9593505859375,118633,13.79,525,0.12,0.0001,-228.16,903,35000,474635,0.05
122.21011352539062,122443,14.81,542,0.06,0.0001,-370.21,903,36000,489876,0.05
