time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
524,1000,0.9041335999999999,25228,1e-05,39.849002838134766,0.16,23220,-1371.71,25.55,48
495,2000,0.8171782,48111,1e-05,39.33631477355957,0.2,46110,-914.64,20.77,97
484,3000,0.7464412,66726,1e-05,32.50066375732422,0.14,64720,-586.7,17.23,137
476,4000,0.6827721999999998,83481,1e-05,19.404659080505372,0.13,81480,-493.11,16.36,175
472,5000,0.6212996,99658,1e-05,6.615865755081177,0.2,97650,-496.37,16.82,210
466,6000,0.5611646,115483,1e-05,2.8388778448104857,0.27,113480,-377.45,15.29,247
461,7000,0.503359,130695,1e-05,1.9507816672325133,0.34,128690,-372.75,14.95,283
458,8000,0.44838060000000013,145163,1e-05,2.562066638469696,0.44,143160,-301.12,14.37,316
454,9000,0.3957202000000002,159021,1e-05,2.323538100719452,0.44,157020,-236.64,13.53,349
451,10000,0.3459782,172111,1e-05,2.3700096011161804,0.41,170110,-131.71,12.37,381
447,11000,0.29770679999999994,184814,1e-05,3.0044846415519713,0.51,182810,-113.73,12.2,412
445,12000,0.2515406,196963,1e-05,3.744052219390869,0.5,194960,-79.82,12.35,442
443,13000,0.20714520000000003,208646,1e-05,4.068853044509888,0.53,206640,-36.45,11.21,470
440,14000,0.16322100000000006,220205,1e-05,3.9599005937576295,0.53,218200,-26.95,11.85,499
437,15000,0.1202316,231518,1e-05,4.342278718948364,0.6,229510,-4.82,11.28,529
434,16000,0.0781010000000002,242605,1e-05,4.388120555877686,0.55,240600,21.02,11.08,557
432,17000,0.05,253331,1e-05,4.744690704345703,0.61,251330,54.12,10.54,585
430,18000,0.05,264002,1e-05,5.07251238822937,0.54,262000,40.85,10.6,613
428,19000,0.05,274762,1e-05,5.533403921127319,0.58,272760,49.94,10.83,640
426,20000,0.05,285437,1e-05,5.433637857437134,0.5,283430,34.34,10.44,668
425,21000,0.05,296121,1e-05,5.5562361717224125,0.57,294120,34.97,10.98,696
424,22000,0.05,306819,1e-05,5.886656141281128,0.63,304810,54.12,10.41,723
422,23000,0.05,317560,1e-05,6.26673731803894,0.59,315550,53.99,10.52,750
421,24000,0.05,328227,1e-05,5.808736848831177,0.58,326220,46.42,10.7,779
419,25000,0.05,338983,1e-05,5.797374105453491,0.54,336980,41.68,10.83,807
418,26000,0.05,349752,1e-05,5.958570861816407,0.58,347750,35.28,10.79,835
417,27000,0.05,360406,1e-05,5.6664674282073975,0.55,358400,46.15,10.47,863
416,28000,0.05,371077,1e-05,6.23015251159668,0.53,369070,35.55,10.6,890
415,29000,0.05,381806,1e-05,5.604287767410279,0.63,379800,49.22,10.63,919
414,30000,0.05,392557,1e-05,5.3432481527328495,0.6,390550,52.35,10.64,946
413,31000,0.05,403246,1e-05,5.940873336791992,0.61,401240,50.8,10.64,974
412,32000,0.05,413963,1e-05,5.926694059371949,0.48,411960,34.55,10.6,1003
411,33000,0.05,424623,1e-05,5.921807098388672,0.48,422620,41.04,10.6,1031
411,34000,0.05,435315,1e-05,5.827632808685303,0.68,433310,67.49,10.15,1058
410,35000,0.05,445993,1e-05,5.845305299758911,0.56,443990,40.83,10.68,1086
410,36000,0.05,456670,1e-05,6.19827675819397,0.55,454660,36.84,10.68,1113
409,37000,0.05,467256,1e-05,5.959262418746948,0.52,465250,42.55,10.26,1140
409,38000,0.05,477941,1e-05,6.101820278167724,0.55,475940,41.35,11.04,1168
408,39000,0.05,488580,1e-05,6.208654546737671,0.56,486570,47.81,10.84,1196
407,40000,0.05,499381,1e-05,5.294382524490357,0.54,497380,38.56,11.05,1223
