time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
498,1000,0.906881,24505,0.001,1.4623380422592163,0.3,22500,-1095.26,22.75,49
487,2000,0.8256332000000001,45886,0.001,1.3230988383293152,0.22,43880,-888.57,20.79,94
469,3000,0.7526998,65079,0.001,1.8512133002281188,0.28,63070,-671.41,18.3,138
457,4000,0.6834828000000002,83294,0.001,1.4763854503631593,0.25,81290,-649.75,18.06,181
451,5000,0.6183166,100443,0.001,1.8473625898361206,0.27,98440,-494.3,16.28,222
445,6000,0.557528,116440,0.001,1.939884352684021,0.32,114430,-394.91,15.16,261
440,7000,0.49940700000000005,131735,0.001,2.0446271657943726,0.3,129730,-350.65,15.17,299
436,8000,0.44448560000000004,146188,0.001,2.2685484766960142,0.36,144180,-284.5,14.36,335
432,9000,0.3915439999999999,160120,0.001,2.097545313835144,0.47,158110,-204.59,13.61,370
428,10000,0.34058600000000017,173530,0.001,2.295969271659851,0.3,171520,-204.03,13.04,405
424,11000,0.2911290000000002,186545,0.001,2.8485097885131836,0.46,184540,-119.21,12.76,439
420,12000,0.24302480000000004,199204,0.001,2.6461721539497374,0.35,197200,-129.99,12.71,473
417,13000,0.19655460000000013,211433,0.001,2.6626670360565186,0.35,209430,-82.74,11.83,506
414,14000,0.15145620000000015,223301,0.001,2.5600935339927675,0.37,221300,-50.76,11.89,538
412,15000,0.10779040000000006,234792,0.001,3.016286110877991,0.4,232790,-21.5,11.52,569
409,16000,0.06499860000000013,246053,0.001,2.95245680809021,0.44,244050,17.54,10.99,600
408,17000,0.05,257135,0.001,3.2126087188720702,0.48,255130,30.03,11.09,630
405,18000,0.05,268176,0.001,2.800479507446289,0.4,266170,24.99,10.87,661
403,19000,0.05,279254,0.001,3.006159210205078,0.49,277250,38.85,11.3,692
401,20000,0.05,290415,0.001,2.9383404731750487,0.41,288410,33.6,11.44,723
400,21000,0.05,301530,0.001,3.2273784637451173,0.48,299520,32.37,11.34,753
398,22000,0.05,312709,0.001,2.937079906463623,0.46,310700,21.93,10.82,783
398,23000,0.05,323799,0.001,3.1116545677185057,0.34,321790,20.53,10.85,813
396,24000,0.05,334841,0.001,3.3724085330963134,0.42,332840,22.64,10.91,844
395,25000,0.05,345849,0.001,2.659538233280182,0.48,343840,29.11,11.04,874
394,26000,0.05,356949,0.001,3.1434510469436647,0.5,354940,37.6,11.01,905
393,27000,0.05,367973,0.001,2.9703245639801024,0.44,365970,34.57,11.08,936
391,28000,0.05,379096,0.001,2.9873616695404053,0.43,377090,-58.13,11.89,967
391,29000,0.05,390236,0.001,2.9758958339691164,0.38,388230,16.66,11.46,997
390,30000,0.05,401313,0.001,3.0208271980285644,0.5,399310,31.8,10.9,1028
389,31000,0.05,412390,0.001,3.199585485458374,0.51,410380,40.28,11.08,1058
388,32000,0.05,423482,0.001,3.0302071809768676,0.43,421480,31.58,11.09,1089
388,33000,0.05,434458,0.001,2.9310416698455812,0.39,432450,29.53,10.72,1118
387,34000,0.05,445631,0.001,3.041942310333252,0.39,443630,14.45,11.0,1149
387,35000,0.05,456781,0.001,3.3111095428466797,0.49,454780,28.08,11.37,1180
386,36000,0.05,467830,0.001,2.99231116771698,0.4,465820,30.36,10.93,1210
385,37000,0.05,479024,0.001,2.767115759849548,0.43,477020,35.14,11.18,1242
385,38000,0.05,490141,0.001,3.271968698501587,0.43,488140,2.53,11.1,1272
