time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
400,1000,0.9099362000000001,23701,0.0001,1.9491307735443115,0.24,21700,-1049.53,21.86,59
377,2000,0.8273318,45439,0.0001,1.6892631888389587,0.34,43430,-911.76,20.97,120
393,3000,0.7544135999999999,64628,0.0001,1.9411626935005188,0.32,62620,-717.14,18.85,164
400,4000,0.6870662,82351,0.0001,2.5412030458450316,0.38,80350,-542.14,17.11,205
399,5000,0.6235074000000002,99077,0.0001,2.818339991569519,0.27,97070,-479.5,16.27,248
398,6000,0.5641590000000001,114695,0.0001,3.1628094911575317,0.37,112690,-370.63,14.89,287
399,7000,0.5074668,129614,0.0001,3.3840527296066285,0.37,127610,-333.6,14.45,324
399,8000,0.45318760000000013,143898,0.0001,4.556491947174072,0.39,141890,-251.42,13.74,360
397,9000,0.4012302,157571,0.0001,5.478123474121094,0.36,155570,-231.03,13.68,396
394,10000,0.3501506000000001,171013,0.0001,6.19223690032959,0.47,169010,-171.52,13.07,433
392,11000,0.30155620000000005,183801,0.0001,6.397514772415161,0.54,181800,-119.42,12.48,467
390,12000,0.2543981999999999,196211,0.0001,6.492325115203857,0.44,194210,-111.42,12.35,502
386,13000,0.20861200000000002,208260,0.0001,7.1267523765563965,0.59,206250,-36.33,11.57,538
383,14000,0.16449780000000014,219869,0.0001,7.44263858795166,0.51,217860,-25.72,11.55,573
380,15000,0.12155779999999994,231169,0.0001,8.205482673645019,0.56,229160,-2.27,10.83,607
377,16000,0.07928279999999999,242294,0.0001,8.151234579086303,0.53,240290,14.06,11.36,642
374,17000,0.05,253108,0.0001,8.474805927276611,0.6,251100,50.93,10.61,676
372,18000,0.05,263772,0.0001,8.714814281463623,0.56,261770,38.85,10.78,708
370,19000,0.05,274525,0.0001,8.959824705123902,0.61,272520,49.48,10.85,740
369,20000,0.05,285144,0.0001,9.260221481323242,0.6,283140,50.23,10.47,770
368,21000,0.05,295787,0.0001,9.722038841247558,0.67,293780,52.31,10.17,801
367,22000,0.05,306497,0.0001,9.745890808105468,0.56,304490,36.89,10.88,833
364,23000,0.05,317220,0.0001,9.22408685684204,0.63,315210,44.82,10.88,869
363,24000,0.05,327999,0.0001,9.627818393707276,0.5,325990,37.21,10.63,903
361,25000,0.05,338592,0.0001,9.806511497497558,0.62,336590,54.14,10.45,937
360,26000,0.05,349223,0.0001,9.784038162231445,0.52,347220,41.2,10.76,969
359,27000,0.05,359928,0.0001,10.36004343032837,0.49,357920,32.55,10.88,1002
358,28000,0.05,370493,0.0001,10.252049827575684,0.54,368490,35.49,10.3,1034
358,29000,0.05,381116,0.0001,9.937590599060059,0.56,379110,41.93,10.9,1064
357,30000,0.05,391831,0.0001,10.157050609588623,0.65,389830,45.02,10.75,1095
356,31000,0.05,402491,0.0001,10.312119102478027,0.58,400490,50.3,10.69,1129
354,32000,0.05,413033,0.0001,10.48571424484253,0.52,411030,38.56,10.65,1164
352,33000,0.05,423655,0.0001,9.910930633544922,0.62,421650,51.95,10.6,1203
349,34000,0.05,434258,0.0001,9.638644695281982,0.58,432250,52.19,10.45,1241
348,35000,0.05,444763,0.0001,10.136833381652831,0.53,442760,33.09,10.38,1275
347,36000,0.05,455394,0.0001,9.57825689315796,0.56,453390,47.86,10.88,1311
346,37000,0.05,465992,0.0001,10.265640449523925,0.55,463990,48.96,10.42,1346
345,38000,0.05,476577,0.0001,10.583757305145264,0.54,474570,50.22,10.53,1378
345,39000,0.05,487142,0.0001,10.421098518371583,0.52,485140,41.06,10.35,1409
345,40000,0.05,497780,0.0001,10.243758964538575,0.63,495770,51.64,10.74,1440
