time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
509,1000,0.9056915999999999,24818,0.0001,1.4929820239543914,0.26,22810,-1269.42,24.23,48
482,2000,0.8248542000000001,46091,0.0001,1.4645906507968902,0.24,44090,-893.14,20.44,95
470,3000,0.7509935999999999,65528,0.0001,1.9171014726161957,0.37,63520,-823.45,20.07,139
463,4000,0.6843378,83069,0.0001,2.048370623588562,0.41,81060,-509.51,16.34,179
457,5000,0.6206346,99833,0.0001,2.3619592428207397,0.4,97830,-436.96,15.94,218
449,6000,0.5611759999999999,115480,0.0001,2.525321054458618,0.38,113470,-427.6,15.59,256
440,7000,0.5039632000000001,130536,0.0001,3.0715579271316527,0.39,128530,-348.69,14.75,296
431,8000,0.4503185999999999,144653,0.0001,3.3983121633529665,0.53,142650,-264.34,14.17,335
421,9000,0.3973693999999999,158587,0.0001,4.0630042314529415,0.46,156580,-192.44,13.33,376
417,10000,0.3469167999999999,171864,0.0001,4.694251704216003,0.42,169860,-189.6,13.43,411
415,11000,0.29887340000000007,184507,0.0001,4.972668075561524,0.46,182500,-109.39,12.47,443
414,12000,0.25244120000000003,196726,0.0001,5.105124473571777,0.45,194720,-87.64,11.94,474
412,13000,0.20694380000000012,208699,0.0001,5.224236869812012,0.48,206690,-66.61,11.82,506
410,14000,0.1624306000000002,220413,0.0001,5.7565000534057615,0.52,218410,-25.95,11.34,537
409,15000,0.11917900000000015,231795,0.0001,5.779766416549682,0.47,229790,2.04,11.2,566
407,16000,0.07745120000000005,242776,0.0001,6.054855680465698,0.53,240770,29.8,10.54,595
405,17000,0.05,253481,0.0001,6.426427268981934,0.56,251480,43.65,10.44,625
403,18000,0.05,264069,0.0001,5.7834593772888185,0.56,262060,49.45,10.51,653
402,19000,0.05,274734,0.0001,6.728149032592773,0.53,272730,29.15,10.72,683
400,20000,0.05,285449,0.0001,6.5274334907531735,0.59,283440,59.01,10.75,713
399,21000,0.05,296113,0.0001,6.518945169448853,0.63,294110,57.43,10.47,741
397,22000,0.05,306725,0.0001,6.772755098342896,0.57,304720,51.91,10.65,770
396,23000,0.05,317445,0.0001,6.763276529312134,0.57,315440,45.38,10.46,800
394,24000,0.05,328033,0.0001,7.085546016693115,0.59,326030,47.36,10.52,831
393,25000,0.05,338593,0.0001,7.136246395111084,0.6,336590,46.07,10.42,860
392,26000,0.05,349170,0.0001,7.68031268119812,0.55,347160,44.62,10.55,889
392,27000,0.05,359804,0.0001,7.305055046081543,0.61,357800,39.71,10.59,917
391,28000,0.05,370338,0.0001,7.241641664505005,0.63,368330,50.36,10.4,945
390,29000,0.05,380894,0.0001,7.528705883026123,0.58,378890,50.11,10.45,974
389,30000,0.05,391581,0.0001,7.295427227020264,0.48,389580,41.2,10.86,1004
389,31000,0.05,402204,0.0001,7.039067220687866,0.53,400200,37.0,10.68,1033
388,32000,0.05,412795,0.0001,6.5508325576782225,0.61,410790,48.49,10.45,1062
387,33000,0.05,423459,0.0001,6.784987211227417,0.63,421450,53.33,10.61,1091
387,34000,0.05,434024,0.0001,6.94484920501709,0.59,432020,50.54,10.56,1121
386,35000,0.05,444646,0.0001,7.002278137207031,0.58,442640,42.03,10.51,1150
385,36000,0.05,455212,0.0001,7.312207555770874,0.6,453210,45.36,10.68,1180
385,37000,0.05,465868,0.0001,6.715309429168701,0.61,463860,47.53,10.82,1209
384,38000,0.05,476509,0.0001,7.525325298309326,0.6,474500,50.17,10.35,1239
383,39000,0.05,487065,0.0001,6.9540904521942135,0.51,485060,39.13,10.65,1269
383,40000,0.05,497664,0.0001,7.190095090866089,0.53,495660,42.5,10.56,1298
