time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
504,1000,0.9050266,24993,1e-05,47.919999313354495,0.25,22990,-1239.75,24.45,49
478,2000,0.8254887999999999,45924,1e-05,60.59648551940918,0.15,43920,-784.88,19.51,95
467,3000,0.754311,64655,1e-05,53.79680480957031,0.15,62650,-640.42,17.96,138
459,4000,0.6857742,82691,1e-05,28.211289405822754,0.16,80690,-546.21,16.58,179
453,5000,0.6229146,99233,1e-05,12.642665004730224,0.17,97230,-461.36,15.94,218
448,6000,0.5637068000000001,114814,1e-05,6.5578553676605225,0.17,112810,-406.1,15.97,256
443,7000,0.5071058000000002,129709,1e-05,5.474463605880738,0.27,127700,-326.05,14.69,292
439,8000,0.4523060000000001,144130,1e-05,1.554180645942688,0.24,142120,-326.62,14.91,328
435,9000,0.4000446000000001,157883,1e-05,1.8607518672943115,0.5,155880,-215.35,13.34,362
431,10000,0.3497250000000002,171125,1e-05,1.9719636917114258,0.46,169120,-188.19,13.1,396
427,11000,0.3009140000000001,183970,1e-05,2.578856873512268,0.39,181960,-135.98,12.51,429
425,12000,0.2537484,196382,1e-05,2.9952823638916017,0.61,194380,-82.17,12.17,461
423,13000,0.20812180000000002,208389,1e-05,3.644658160209656,0.49,206380,-49.49,11.95,492
419,14000,0.16400000000000015,220000,1e-05,4.1111761093139645,0.54,217990,-26.34,11.38,523
417,15000,0.12074840000000009,231382,1e-05,4.364856624603272,0.57,229380,20.27,11.22,554
415,16000,0.07889520000000005,242396,1e-05,5.26170814037323,0.6,240390,25.39,11.01,583
413,17000,0.05,253263,1e-05,5.247006916999817,0.54,251260,49.42,10.92,612
411,18000,0.05,263902,1e-05,5.974736213684082,0.52,261900,35.83,11.06,640
410,19000,0.05,274611,1e-05,6.87107515335083,0.57,272610,47.01,10.48,669
408,20000,0.05,285344,1e-05,6.488479804992676,0.59,283340,43.05,10.86,698
407,21000,0.05,296038,1e-05,6.791324043273926,0.71,294030,69.21,10.39,727
405,22000,0.05,306597,1e-05,7.03017373085022,0.55,304590,45.57,10.48,756
403,23000,0.05,317285,1e-05,7.206935024261474,0.52,315280,43.73,10.68,785
402,24000,0.05,327918,1e-05,6.442705678939819,0.54,325910,43.96,10.61,814
401,25000,0.05,338404,1e-05,7.020098257064819,0.57,336400,45.91,10.55,842
400,26000,0.05,349075,1e-05,6.948331260681153,0.5,347070,33.91,11.1,871
399,27000,0.05,359635,1e-05,7.1703393936157225,0.61,357630,50.51,10.41,900
398,28000,0.05,370184,1e-05,6.897888231277466,0.57,368180,42.59,10.51,928
398,29000,0.05,380715,1e-05,7.076429224014282,0.65,378710,58.71,10.72,956
397,30000,0.05,391332,1e-05,7.308168697357178,0.59,389330,52.83,10.4,985
396,31000,0.05,402001,1e-05,6.697036027908325,0.53,400000,37.22,10.74,1013
395,32000,0.05,412553,1e-05,7.09841742515564,0.56,410550,48.76,10.64,1042
395,33000,0.05,423133,1e-05,6.4911784648895265,0.59,421130,54.17,10.7,1071
394,34000,0.05,433738,1e-05,7.007676362991333,0.66,431730,48.64,10.91,1099
393,35000,0.05,444318,1e-05,6.506581783294678,0.57,442310,49.06,10.71,1128
393,36000,0.05,454856,1e-05,6.486010885238647,0.53,452850,35.49,10.86,1157
392,37000,0.05,465565,1e-05,6.989893245697021,0.49,463560,40.43,10.43,1186
391,38000,0.05,476185,1e-05,7.0288856506347654,0.68,474180,48.55,10.62,1216
391,39000,0.05,486785,1e-05,6.807908248901367,0.6,484780,51.58,10.53,1244
390,40000,0.05,497417,1e-05,6.725818157196045,0.63,495410,50.0,10.53,1273
