train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,train/learning_rate,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate
35.86392059326172,23070,24.45,48,0.17,1e-05,-1278.65,514,1000,25075,0.9047149999999999
2.440904998779297,43600,21.39,93,0.19,1e-05,-975.29,487,2000,45603,0.8267086
1.5021730661392212,63120,19.15,137,0.35,1e-05,-760.83,474,3000,65127,0.7525174000000001
1.4253681242465972,81230,17.75,177,0.25,1e-05,-632.9,467,4000,83240,0.6836880000000001
1.493075430393219,97800,15.85,215,0.43,1e-05,-461.38,463,5000,99810,0.620722
2.1733508348464965,113590,14.87,252,0.49,1e-05,-386.14,457,6000,115594,0.5607428000000001
2.192738080024719,128620,14.31,287,0.51,1e-05,-307.82,454,7000,130626,0.5036212
2.6441802620887755,142900,14.01,321,0.52,1e-05,-248.97,451,8000,144909,0.4493458
3.010949206352234,156520,13.27,353,0.48,1e-05,-211.49,448,9000,158522,0.3976164000000001
3.4169240236282348,169580,12.86,385,0.6,1e-05,-153.68,444,10000,171582,0.3479884
3.996692180633545,182320,12.93,416,0.5,1e-05,-141.47,442,11000,184327,0.2995574
4.190481424331665,194520,12.26,446,0.5,1e-05,-79.54,440,12000,196524,0.2532087999999999
4.643693351745606,206380,11.56,475,0.49,1e-05,-57.37,437,13000,208387,0.20812940000000013
4.782938408851623,217910,11.38,505,0.57,1e-05,-27.56,434,14000,219917,0.1643153999999999
4.923772239685059,229170,10.94,534,0.58,1e-05,-2.81,432,15000,231178,0.12152360000000006
5.3800702571868895,240110,10.64,563,0.58,1e-05,40.43,429,16000,242112,0.07997440000000011
5.611078071594238,250780,10.71,591,0.5,1e-05,39.78,427,17000,252787,0.05
6.107659769058228,261450,10.53,619,0.63,1e-05,54.73,425,18000,263454,0.05
6.456326150894165,272130,10.64,648,0.65,1e-05,55.26,422,19000,274140,0.05
6.345241212844849,282850,10.64,676,0.5,1e-05,44.91,421,20000,284852,0.05
6.845091819763184,293430,10.44,703,0.58,1e-05,42.62,419,21000,295440,0.05
6.977836751937867,304040,10.67,731,0.59,1e-05,41.15,418,22000,306046,0.05
6.99843397140503,314570,10.65,758,0.65,1e-05,48.0,417,23000,316579,0.05
6.768719005584717,325180,10.67,786,0.57,1e-05,48.81,415,24000,327181,0.05
6.774398469924927,335780,10.63,815,0.55,1e-05,46.82,414,25000,337784,0.05
7.060077714920044,346410,10.78,843,0.58,1e-05,42.09,413,26000,348420,0.05
7.120140886306762,356930,10.81,871,0.59,1e-05,44.25,411,27000,358931,0.05
7.235569906234741,367590,10.4,899,0.61,1e-05,57.76,410,28000,369594,0.05
6.9131958961486815,378300,10.66,928,0.56,1e-05,42.42,409,29000,380301,0.05
6.894210624694824,388880,10.16,955,0.64,1e-05,61.16,409,30000,390884,0.05
6.60426435470581,399620,10.9,983,0.57,1e-05,48.24,408,31000,401629,0.05
6.6367603778839115,410220,10.38,1011,0.61,1e-05,52.81,407,32000,412230,0.05
6.88661904335022,420830,10.74,1039,0.62,1e-05,52.37,406,33000,422839,0.05
6.951061964035034,431460,10.4,1067,0.51,1e-05,43.66,406,34000,433465,0.05
6.947988986968994,442020,10.38,1095,0.64,1e-05,51.84,405,35000,444023,0.05
7.086800193786621,452640,10.61,1123,0.55,1e-05,48.44,404,36000,454648,0.05
7.40582242012024,463290,10.73,1151,0.54,1e-05,36.29,403,37000,465298,0.05
6.789301490783691,473950,10.71,1180,0.53,1e-05,41.04,403,38000,475953,0.05
6.966533470153808,484450,10.49,1208,0.51,1e-05,33.5,402,39000,486452,0.05
6.615012836456299,495080,10.59,1236,0.51,1e-05,38.99,401,40000,497087,0.05
