time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
498,1000,0.9087734000000001,24007,0.0001,1.2019217967987061,0.28,22000,-1117.55,22.84,48
474,2000,0.8267086,45603,0.0001,1.5132390677928924,0.31,43600,-858.27,20.03,96
447,3000,0.7538398,64779,0.0001,1.5634720921516418,0.33,62770,-656.82,18.39,144
435,4000,0.6850940000000001,82870,0.0001,2.062988579273224,0.38,80860,-586.74,17.41,190
429,5000,0.6209461999999999,99751,0.0001,2.6350916028022766,0.37,97750,-512.71,16.89,232
426,6000,0.5608492,115566,0.0001,2.5824381470680238,0.43,113560,-410.76,15.6,271
424,7000,0.5039366000000002,130543,0.0001,3.445553946495056,0.35,128540,-333.54,14.39,307
421,8000,0.45026159999999993,144668,0.0001,3.535215878486633,0.48,142660,-248.65,13.98,343
418,9000,0.3980914,158397,0.0001,4.285236024856568,0.46,156390,-192.12,13.19,378
415,10000,0.34758560000000005,171688,0.0001,4.585919189453125,0.4,169680,-190.4,13.1,413
408,11000,0.2992838000000001,184399,0.0001,4.946934008598328,0.42,182390,-111.32,12.49,451
404,12000,0.2525438,196699,0.0001,5.137018871307373,0.5,194690,-91.49,12.15,485
402,13000,0.20713000000000004,208650,0.0001,5.442249155044555,0.52,206640,-57.13,11.74,518
400,14000,0.16278020000000004,220321,0.0001,5.606611871719361,0.55,218320,-19.72,11.7,549
400,15000,0.12013660000000004,231543,0.0001,5.5446113586425785,0.59,229540,5.81,11.03,578
399,16000,0.07813900000000007,242595,0.0001,6.063424921035766,0.6,240590,25.66,10.95,607
398,17000,0.05,253350,0.0001,6.4131309509277346,0.52,251340,39.82,10.57,635
397,18000,0.05,264121,0.0001,6.6360204219818115,0.55,262120,26.76,11.0,664
396,19000,0.05,274778,0.0001,6.590465259552002,0.53,272770,46.45,10.62,692
395,20000,0.05,285547,0.0001,6.604286336898804,0.59,283540,46.27,11.2,722
393,21000,0.05,296292,0.0001,7.069244909286499,0.57,294290,51.11,10.99,752
392,22000,0.05,306966,0.0001,6.824876403808593,0.69,304960,54.6,10.95,782
391,23000,0.05,317639,0.0001,6.494983434677124,0.6,315630,50.3,10.71,812
389,24000,0.05,328300,0.0001,6.732917976379395,0.69,326290,61.31,10.49,843
387,25000,0.05,338887,0.0001,7.023086595535278,0.58,336880,43.16,10.78,875
386,26000,0.05,349618,0.0001,6.402172708511353,0.59,347610,52.9,10.67,905
384,27000,0.05,360343,0.0001,6.739297485351562,0.59,358340,47.46,10.79,936
383,28000,0.05,370985,0.0001,7.130824613571167,0.63,368980,45.47,10.73,966
383,29000,0.05,381630,0.0001,7.308373832702637,0.54,379620,35.67,11.07,996
381,30000,0.05,392153,0.0001,6.9161882400512695,0.67,390150,60.57,10.4,1026
381,31000,0.05,402742,0.0001,6.868878412246704,0.49,400740,30.73,10.74,1056
380,32000,0.05,413440,0.0001,6.750900602340698,0.55,411430,45.5,10.64,1085
378,33000,0.05,424179,0.0001,6.895598602294922,0.52,422170,36.44,10.56,1119
377,34000,0.05,434822,0.0001,6.725568437576294,0.61,432820,48.45,10.48,1150
377,35000,0.05,445365,0.0001,7.109533882141113,0.53,443360,40.02,10.44,1178
377,36000,0.05,456027,0.0001,7.263383626937866,0.64,454020,56.8,10.56,1209
375,37000,0.05,466709,0.0001,7.078168535232544,0.57,464700,43.0,10.9,1242
375,38000,0.05,477294,0.0001,7.501679563522339,0.64,475290,53.34,10.17,1270
375,39000,0.05,487907,0.0001,6.903399562835693,0.51,485900,45.5,10.53,1299
374,40000,0.05,498493,0.0001,7.079266023635864,0.54,496490,40.04,10.53,1330
