time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
474,1000,0.9048784,25032,1e-05,47.671561050415036,0.11,23030,-1337.55,24.67,52
460,2000,0.8233266,46493,1e-05,60.9984634399414,0.2,44490,-733.35,18.59,100
450,3000,0.7517764,65322,1e-05,59.90483474731445,0.15,63320,-668.36,17.9,144
444,4000,0.6844442,83041,1e-05,54.30954856872559,0.15,81040,-580.16,17.51,186
438,5000,0.6223826000000001,99373,1e-05,34.242567253112796,0.21,97370,-447.53,16.2,226
435,6000,0.5620196000000002,115258,1e-05,17.48551368713379,0.22,113250,-497.05,16.18,264
432,7000,0.5046206,130363,1e-05,10.984838581085205,0.25,128360,-365.49,15.01,301
428,8000,0.45039079999999987,144634,1e-05,6.518301200866699,0.29,142630,-303.11,14.38,337
424,9000,0.3966018,158789,1e-05,4.336055517196655,0.39,156780,-276.39,14.0,373
417,10000,0.34565519999999994,172196,1e-05,2.1926305413246157,0.37,170190,-209.47,13.63,412
412,11000,0.29700760000000004,184998,1e-05,3.015752744674683,0.46,182990,-126.61,12.79,448
409,12000,0.24997120000000006,197376,1e-05,3.322217082977295,0.49,195370,-91.52,12.06,481
407,13000,0.20350099999999993,209605,1e-05,3.8757734298706055,0.48,207600,-65.15,11.61,514
404,14000,0.15888520000000006,221346,1e-05,4.017529296875,0.55,219340,-32.04,11.65,547
401,15000,0.11619599999999997,232580,1e-05,4.530327725410461,0.58,230570,13.83,11.27,579
397,16000,0.07388300000000003,243715,1e-05,5.188625955581665,0.51,241710,21.76,11.07,612
394,17000,0.05,254415,1e-05,5.791468095779419,0.53,252410,41.36,10.97,644
392,18000,0.05,265230,1e-05,5.8580625534057615,0.53,263220,48.24,10.8,675
391,19000,0.05,275763,1e-05,6.214362096786499,0.61,273760,54.11,10.42,704
390,20000,0.05,286396,1e-05,7.089216136932373,0.58,284390,43.06,10.53,733
389,21000,0.05,296997,1e-05,7.080813932418823,0.51,294990,37.5,10.56,762
389,22000,0.05,307501,1e-05,6.721692180633545,0.64,305500,60.03,10.49,789
388,23000,0.05,318155,1e-05,7.238324546813965,0.58,316150,45.36,10.93,818
387,24000,0.05,328822,1e-05,6.985596942901611,0.57,326820,45.08,10.6,847
387,25000,0.05,339444,1e-05,7.1867602348327635,0.48,337440,34.59,10.69,876
386,26000,0.05,349971,1e-05,7.725005578994751,0.53,347970,40.87,10.62,905
386,27000,0.05,360586,1e-05,7.105217790603637,0.52,358580,45.53,10.53,934
385,28000,0.05,371224,1e-05,7.462128448486328,0.57,369220,48.19,10.48,963
384,29000,0.05,381839,1e-05,7.015774822235107,0.58,379830,40.03,10.56,992
384,30000,0.05,392582,1e-05,6.890261173248291,0.6,390580,52.7,10.48,1021
383,31000,0.05,403305,1e-05,6.739047193527222,0.38,401300,26.67,10.69,1050
383,32000,0.05,413882,1e-05,7.114722681045532,0.64,411880,49.2,10.32,1079
383,33000,0.05,424553,1e-05,6.5646178245544435,0.57,422550,42.01,10.82,1108
382,34000,0.05,435217,1e-05,7.037563419342041,0.53,433210,44.98,10.28,1137
382,35000,0.05,445868,1e-05,6.903357696533203,0.52,443860,45.93,10.45,1165
382,36000,0.05,456526,1e-05,7.284892940521241,0.58,454520,51.32,10.84,1193
382,37000,0.05,467284,1e-05,6.838868045806885,0.63,465280,50.21,10.72,1222
381,38000,0.05,477907,1e-05,7.158479642868042,0.61,475900,51.2,10.48,1251
381,39000,0.05,488454,1e-05,7.393255615234375,0.49,486450,33.22,10.31,1279
381,40000,0.05,499168,1e-05,6.810220718383789,0.52,497160,42.1,10.85,1308
