time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
536,1000,0.9071926000000001,24423,0.001,1.3880977392196656,0.3,22420,-1144.36,22.92,45
498,2000,0.8259828,45794,0.001,1.51687348484993,0.25,43790,-883.0,20.05,91
485,3000,0.7528024,65052,0.001,1.889690911769867,0.3,63050,-681.05,18.24,133
477,4000,0.6847596,82958,0.001,1.7597320318222045,0.32,80950,-584.54,17.64,173
469,5000,0.6213869999999999,99635,0.001,2.0639432430267335,0.32,97630,-559.61,17.06,212
463,6000,0.5606287999999999,115624,0.001,2.441593289375305,0.36,113620,-415.54,15.7,249
459,7000,0.5040848,130504,0.001,2.813151550292969,0.46,128500,-316.49,14.57,284
454,8000,0.4490873999999999,144977,0.001,2.8577683329582215,0.37,142970,-305.55,14.41,319
450,9000,0.3959444000000001,158962,0.001,2.9355372190475464,0.4,156960,-221.36,13.76,352
445,10000,0.3455412000000001,172226,0.001,3.1854196786880493,0.39,170220,-174.6,13.13,386
441,11000,0.29602720000000016,185256,0.001,3.244572567939758,0.48,183250,-126.02,12.83,419
439,12000,0.24848539999999997,197767,0.001,3.493274283409119,0.33,195760,-106.0,12.29,450
436,13000,0.20185560000000002,210038,0.001,3.2236414909362794,0.4,208030,-65.11,11.99,480
433,14000,0.15673059999999994,221913,0.001,3.358589029312134,0.39,219910,-40.34,11.6,511
430,15000,0.11265440000000004,233512,0.001,3.89631507396698,0.46,231510,-4.0,11.19,541
428,16000,0.0700906,244713,0.001,3.314513850212097,0.49,242710,20.58,11.05,570
426,17000,0.05,255719,0.001,3.3544530868530273,0.42,253710,28.48,10.75,599
423,18000,0.05,266737,0.001,3.528775453567505,0.45,264730,23.7,11.07,629
421,19000,0.05,277734,0.001,3.331364631652832,0.39,275730,25.61,10.8,658
420,20000,0.05,288803,0.001,3.3849998235702516,0.49,286800,28.82,11.25,687
417,21000,0.05,299765,0.001,3.1085240602493287,0.42,297760,36.6,11.04,717
416,22000,0.05,310799,0.001,3.2237852096557615,0.41,308790,18.85,11.29,746
414,23000,0.05,321761,0.001,3.338745188713074,0.4,319760,31.25,10.9,775
413,24000,0.05,332848,0.001,3.307631802558899,0.43,330840,32.89,10.93,804
412,25000,0.05,343876,0.001,3.146642279624939,0.41,341870,27.12,10.59,833
411,26000,0.05,354887,0.001,3.238526391983032,0.35,352880,24.45,11.31,863
409,27000,0.05,365872,0.001,3.0795255661010743,0.38,363870,18.66,10.86,892
408,28000,0.05,376882,0.001,2.9035312652587892,0.51,374880,41.86,10.73,921
408,29000,0.05,387895,0.001,3.048003578186035,0.39,385890,29.97,11.13,950
407,30000,0.05,398999,0.001,3.0378676652908325,0.51,396990,32.08,11.47,979
406,31000,0.05,410085,0.001,2.834232473373413,0.44,408080,20.81,11.38,1009
405,32000,0.05,421162,0.001,2.80027117729187,0.34,419160,25.7,11.0,1039
404,33000,0.05,432443,0.001,3.1320000648498536,0.47,430440,-15.13,11.7,1069
403,34000,0.05,443572,0.001,2.7746235370635985,0.44,441570,26.55,11.16,1098
402,35000,0.05,454758,0.001,2.69818594455719,0.32,452750,21.47,11.11,1128
402,36000,0.05,465951,0.001,2.837934684753418,0.43,463950,-24.2,11.57,1158
401,37000,0.05,477071,0.001,2.768853211402893,0.4,475070,23.19,11.3,1187
401,38000,0.05,488322,0.001,2.630808925628662,0.37,486320,16.54,11.35,1216
400,39000,0.05,499654,0.001,2.7726051807403564,0.46,497650,10.6,11.28,1246
