Bot - 1,18,0.18,11.13
Bot - MCTS,20,0.2,12.45
Bot - 3,14,0.14,11.02
Bot - 2,14,0.14,11.4
Bot - 4,17,0.17,10.39
Bot - 5,17,0.17,11.09
