Bot - 1,15,0.15,10.59
Bot - 4,11,0.11,10.77
Bot - MCTS,27,0.27,13.14
Bot - 3,18,0.18,11.84
Bot - 2,13,0.13,10.7
Bot - 5,16,0.16,11.73
