Bot - 2,23,0.23,12.41
Bot - 4,15,0.15,11.28
Bot - 3,13,0.13,10.93
Bot - MCTS,15,0.15,11.79
Bot - 1,16,0.16,12.0
Bot - 5,18,0.18,11.76
