Bot - 5,19,0.19,11.76
Bot - MCTS,20,0.2,12.15
Bot - 2,15,0.15,10.67
Bot - 1,14,0.14,10.29
Bot - 3,17,0.17,11.13
Bot - 4,15,0.15,11.67
