Bot - MCTS,14,0.14,11.19
Bot - 4,21,0.21,11.8
Bot - 5,24,0.24,12.44
Bot - 1,13,0.13,10.5
Bot - 2,15,0.15,10.97
Bot - 3,13,0.13,11.28
