train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,train/learning_rate,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate
34.847730255126955,23170,23.88,49,0.2,1e-05,-1222.66,513,1000,25180,0.9043160000000001
2.410029745101929,44220,20.87,94,0.18,1e-05,-949.55,488,2000,46221,0.8243602
1.4767897754907608,64140,19.88,138,0.34,1e-05,-845.85,476,3000,66144,0.7486528000000001
1.3516393661499024,82360,17.13,179,0.34,1e-05,-574.15,469,4000,84365,0.6794129999999999
1.8711691319942474,99370,16.68,218,0.35,1e-05,-506.37,464,5000,101373,0.6147826000000001
2.0193488597869873,114940,15.43,254,0.48,1e-05,-400.28,459,6000,116943,0.5556166
2.716532802581787,129710,15.16,287,0.4,1e-05,-357.75,458,7000,131716,0.4994792
2.7090376138687136,143950,13.86,321,0.43,1e-05,-251.68,453,8000,145951,0.44538620000000007
3.041343593597412,157530,13.8,354,0.45,1e-05,-216.78,449,9000,159536,0.3937632
3.627343487739563,170600,12.92,386,0.41,1e-05,-180.23,446,10000,172610,0.3440819999999999
4.043220472335816,183270,12.84,419,0.51,1e-05,-129.32,441,11000,185276,0.2959512000000001
4.884471297264099,195530,12.02,450,0.47,1e-05,-74.13,438,12000,197532,0.2493783999999999
4.623100733757019,207430,11.5,479,0.51,1e-05,-43.62,436,13000,209432,0.20415839999999996
4.49639048576355,218940,11.35,508,0.49,1e-05,-16.53,434,14000,220946,0.16040520000000014
5.316114711761474,230090,10.82,536,0.54,1e-05,5.35,432,15000,232092,0.11805040000000022
5.95330924987793,241040,11.01,564,0.52,1e-05,27.01,430,16000,243048,0.07641760000000009
6.329604387283325,251700,10.53,592,0.48,1e-05,33.43,427,17000,253709,0.05
6.316361618041992,262320,10.38,621,0.55,1e-05,52.58,425,18000,264323,0.05
6.589233255386352,272990,10.5,649,0.59,1e-05,55.06,423,19000,274992,0.05
7.0098347663879395,283580,10.67,678,0.65,1e-05,45.52,421,20000,285583,0.05
7.314027595520019,294200,10.59,706,0.59,1e-05,46.25,419,21000,296201,0.05
7.02468581199646,305030,11.01,734,0.51,1e-05,35.65,418,22000,307035,0.05
7.159467792510986,315680,10.5,762,0.63,1e-05,59.04,416,23000,317690,0.05
6.508240699768066,326390,10.73,791,0.53,1e-05,44.8,415,24000,328392,0.05
7.029438781738281,337200,10.85,819,0.53,1e-05,37.14,413,25000,339201,0.05
7.118797349929809,347880,10.19,848,0.59,1e-05,51.01,412,26000,349887,0.05
7.327483367919922,358530,10.54,876,0.59,1e-05,48.44,411,27000,360533,0.05
7.2188211441040036,369300,10.98,905,0.62,1e-05,48.27,409,28000,371309,0.05
6.680387878417969,379970,10.21,934,0.6,1e-05,43.28,408,29000,381978,0.05
7.140833902359009,390550,10.53,962,0.6,1e-05,53.21,407,30000,392560,0.05
6.747998189926148,401110,10.55,989,0.52,1e-05,40.09,407,31000,403115,0.05
6.887827348709107,411680,10.77,1018,0.64,1e-05,56.72,406,32000,413686,0.05
7.012436962127685,422390,11.16,1045,0.53,1e-05,40.88,405,33000,424398,0.05
6.945020771026611,432910,10.64,1072,0.64,1e-05,49.59,405,34000,434912,0.05
6.814015579223633,443400,10.6,1099,0.66,1e-05,53.98,404,35000,445406,0.05
6.9806867122650145,453980,10.65,1127,0.62,1e-05,43.21,404,36000,455986,0.05
7.4416299819946286,464530,10.57,1156,0.59,1e-05,43.54,403,37000,466531,0.05
7.104484272003174,475130,10.69,1184,0.55,1e-05,37.5,402,38000,477133,0.05
6.835925769805908,485850,10.94,1213,0.63,1e-05,58.55,402,39000,487854,0.05
6.800648307800293,496430,10.43,1241,0.55,1e-05,37.77,401,40000,498438,0.05
