time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
530,1000,0.9058094,24787,1e-05,39.24092121124268,0.19,22780,-1187.14,23.71,46
499,2000,0.8180141999999999,47891,1e-05,38.88777122497559,0.14,45890,-964.5,21.19,95
491,3000,0.7472391999999999,66516,1e-05,31.355595970153807,0.15,64510,-640.2,17.61,135
483,4000,0.6826201999999999,83521,1e-05,20.804153633117675,0.1,81520,-527.4,16.71,172
475,5000,0.6206612000000001,99826,1e-05,12.461490821838378,0.2,97820,-491.65,16.14,209
467,6000,0.5611,115500,1e-05,8.239807891845704,0.2,113490,-421.21,15.9,246
462,7000,0.5044496000000002,130408,1e-05,2.8395964741706847,0.32,128400,-359.7,15.1,282
457,8000,0.4483957999999999,145159,1e-05,1.662538480758667,0.24,143150,-296.32,14.3,317
453,9000,0.3954314000000001,159097,1e-05,1.917917585372925,0.33,157090,-236.01,13.65,350
450,10000,0.34495980000000004,172379,1e-05,2.401735270023346,0.51,170370,-192.62,13.33,382
447,11000,0.29704180000000013,184989,1e-05,2.932698655128479,0.43,182980,-94.89,12.11,413
443,12000,0.2505373999999999,197227,1e-05,3.548183035850525,0.48,195220,-111.34,12.17,444
440,13000,0.20511599999999997,209180,1e-05,3.47266263961792,0.57,207170,-73.52,12.04,474
438,14000,0.1614235999999999,220678,1e-05,4.091936206817627,0.57,218670,-29.33,11.68,503
435,15000,0.1185596000000001,231958,1e-05,4.345668029785156,0.6,229950,15.63,11.06,532
433,16000,0.07667220000000008,242981,1e-05,4.733282852172851,0.62,240980,33.81,11.19,560
431,17000,0.05,253759,1e-05,5.057319331169128,0.63,251750,56.43,10.66,588
428,18000,0.05,264440,1e-05,5.449881172180175,0.51,262430,41.14,10.94,617
426,19000,0.05,275051,1e-05,5.95985631942749,0.58,273050,42.91,10.87,644
424,20000,0.05,285664,1e-05,6.041452264785766,0.55,283660,42.14,10.59,672
423,21000,0.05,296250,1e-05,5.776036858558655,0.55,294240,33.92,10.75,699
421,22000,0.05,306950,1e-05,6.090871047973633,0.67,304940,68.12,10.51,728
420,23000,0.05,317597,1e-05,6.461714267730713,0.6,315590,45.29,10.52,755
418,24000,0.05,328291,1e-05,6.4407172203063965,0.56,326290,40.14,10.7,783
417,25000,0.05,338961,1e-05,5.619663143157959,0.51,336960,33.89,11.09,811
416,26000,0.05,349542,1e-05,5.884368228912353,0.57,347540,43.94,10.68,838
416,27000,0.05,360206,1e-05,6.368685674667359,0.63,358200,50.36,10.77,865
415,28000,0.05,370848,1e-05,5.847716283798218,0.46,368840,28.36,10.8,893
414,29000,0.05,381480,1e-05,6.4655317783355715,0.53,379470,48.04,10.89,920
413,30000,0.05,392227,1e-05,6.045601654052734,0.48,390220,30.22,10.86,948
413,31000,0.05,402841,1e-05,6.285169792175293,0.55,400840,43.31,10.27,975
412,32000,0.05,413523,1e-05,6.220243263244629,0.54,411520,46.98,10.73,1003
410,33000,0.05,424206,1e-05,6.068784379959107,0.59,422200,49.12,10.62,1032
410,34000,0.05,434945,1e-05,6.139025402069092,0.58,432940,47.33,10.81,1060
409,35000,0.05,445716,1e-05,6.643606567382813,0.65,443710,57.08,10.64,1088
408,36000,0.05,456353,1e-05,6.187630605697632,0.59,454350,51.4,10.52,1115
408,37000,0.05,466995,1e-05,5.771381902694702,0.52,464990,50.4,10.61,1143
408,38000,0.05,477718,1e-05,6.171073150634766,0.55,475710,35.26,10.59,1170
407,39000,0.05,488448,1e-05,5.7546593189239506,0.53,486440,27.15,10.65,1198
406,40000,0.05,499135,1e-05,5.948325204849243,0.44,497130,31.82,10.53,1226
