train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,train/learning_rate,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate
46.32428092956543,22470,22.58,45,0.18,1e-05,-1132.57,533,1000,24477,0.9069874000000001
28.91146755218506,43320,19.1,90,0.16,1e-05,-777.07,499,2000,45327,0.8277574
3.5629247188568116,62710,19.26,134,0.22,1e-05,-755.86,482,3000,64716,0.7540792000000001
1.7417657971382141,80930,18.03,174,0.38,1e-05,-626.5,476,4000,82933,0.6848545999999999
1.9079228043556213,98020,16.73,212,0.38,1e-05,-517.62,471,5000,100026,0.6199011999999999
1.9609111666679382,113620,15.33,248,0.31,1e-05,-416.94,464,6000,115630,0.5606059999999999
2.826643371582031,128590,14.93,282,0.42,1e-05,-359.94,462,7000,130597,0.5037314000000002
2.959170365333557,142690,13.52,315,0.41,1e-05,-225.46,459,8000,144692,0.4501704000000001
3.4220633268356324,156400,13.28,346,0.43,1e-05,-222.4,456,9000,158410,0.398042
4.155366563796997,169510,13.15,378,0.41,1e-05,-170.78,452,10000,171517,0.34823539999999986
4.603036093711853,182180,12.75,410,0.51,1e-05,-138.21,448,11000,184186,0.30009320000000017
5.241365575790406,194440,11.97,441,0.61,1e-05,-72.79,444,12000,196442,0.2535204
5.630514430999756,206460,11.87,472,0.51,1e-05,-53.68,441,13000,208469,0.20781779999999994
6.650080013275146,218050,11.12,502,0.55,1e-05,-18.75,437,14000,220057,0.16378340000000002
6.385320711135864,229330,11.59,531,0.5,1e-05,4.57,435,15000,231333,0.1209346
6.866480350494385,240370,10.59,561,0.52,1e-05,27.62,431,16000,242377,0.07896740000000002
7.2729387283325195,251080,11.24,589,0.52,1e-05,30.4,429,17000,253086,0.05
7.225106954574585,261640,10.4,616,0.48,1e-05,37.73,427,18000,263648,0.05
7.014362096786499,272350,10.7,645,0.64,1e-05,60.6,425,19000,274355,0.05
7.999344348907471,283040,10.82,673,0.5,1e-05,35.79,423,20000,285049,0.05
8.01927728652954,293680,10.69,701,0.55,1e-05,44.19,421,21000,295686,0.05
8.048062181472778,304280,10.77,729,0.6,1e-05,41.37,419,22000,306282,0.05
8.145566701889038,314880,10.72,757,0.59,1e-05,53.39,418,23000,316890,0.05
8.374547052383424,325640,11.03,785,0.51,1e-05,41.52,417,24000,327641,0.05
8.002198553085327,336210,10.58,814,0.54,1e-05,41.86,415,25000,338219,0.05
8.683598852157592,346810,10.73,841,0.54,1e-05,46.29,414,26000,348819,0.05
8.512674140930176,357460,10.86,869,0.65,1e-05,51.28,413,27000,359462,0.05
8.962445259094238,368040,10.55,897,0.56,1e-05,44.65,412,28000,370041,0.05
7.954528427124023,378650,10.65,926,0.59,1e-05,42.8,410,29000,380656,0.05
8.5965886592865,389180,10.56,953,0.69,1e-05,54.21,410,30000,391186,0.05
8.46006464958191,399780,10.62,981,0.54,1e-05,41.49,409,31000,401787,0.05
9.144669723510741,410290,10.15,1008,0.53,1e-05,48.02,408,32000,412298,0.05
9.147826004028321,420830,10.69,1035,0.62,1e-05,47.36,408,33000,422833,0.05
8.7288161277771,431490,10.39,1063,0.57,1e-05,49.98,407,34000,433493,0.05
9.284823894500732,442160,10.45,1091,0.56,1e-05,43.39,406,35000,444167,0.05
9.079157066345214,452710,10.68,1119,0.63,1e-05,56.46,406,36000,454711,0.05
9.223430633544922,463300,10.68,1147,0.63,1e-05,58.58,405,37000,465304,0.05
8.727031469345093,473870,10.42,1175,0.6,1e-05,47.23,404,38000,475872,0.05
8.965237522125244,484590,10.77,1204,0.57,1e-05,39.49,404,39000,486597,0.05
8.992191791534424,495160,10.71,1232,0.58,1e-05,40.45,403,40000,497170,0.05
