train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,train/learning_rate,rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,rollout/exploration_rate
39.512095260620114,23020,23.01,47,0.26,1e-05,-1159.87,524,1000,25021,0.9049202
4.731140160560608,43560,20.48,90,0.19,1e-05,-881.36,502,2000,45564,0.8268568000000001
1.2881824612617492,63240,19.53,133,0.26,1e-05,-801.16,486,3000,65242,0.7520803999999999
1.5438734114170074,81570,17.21,175,0.34,1e-05,-578.08,475,4000,83577,0.6824074
1.7422863841056824,98180,16.08,213,0.4,1e-05,-467.47,468,5000,100181,0.6193122
2.0625368297100066,113900,15.36,250,0.4,1e-05,-404.41,463,6000,115903,0.5595686000000001
1.9264753937721253,128790,14.74,284,0.45,1e-05,-305.76,458,7000,130793,0.5029866000000001
2.6949879050254824,143030,14.29,318,0.46,1e-05,-271.52,455,8000,145040,0.448848
3.233329677581787,156850,13.5,351,0.48,1e-05,-206.46,451,9000,158854,0.3963548
3.144316840171814,169910,12.97,383,0.52,1e-05,-168.93,448,10000,171912,0.3467344
3.5567729592323305,182520,12.7,414,0.66,1e-05,-109.33,445,11000,184525,0.2988050000000001
3.8361483097076414,194770,11.9,445,0.57,1e-05,-66.19,441,12000,196775,0.2522549999999999
5.089060854911804,206670,11.72,476,0.61,1e-05,-47.83,438,13000,208680,0.2070160000000001
4.440774869918823,218250,11.74,505,0.59,1e-05,-29.02,435,14000,220259,0.16301580000000016
5.288740587234497,229370,10.75,533,0.53,1e-05,11.12,433,15000,231373,0.12078260000000007
5.727124214172363,240350,10.69,563,0.51,1e-05,19.7,430,16000,242353,0.07905859999999987
5.989582061767578,251050,10.35,591,0.55,1e-05,50.27,427,17000,253052,0.05
6.609945249557495,261790,10.79,619,0.61,1e-05,49.62,425,18000,263795,0.05
6.422443628311157,272420,10.62,647,0.6,1e-05,46.57,423,19000,274421,0.05
6.887801551818848,283160,10.93,676,0.54,1e-05,38.18,421,20000,285167,0.05
6.669265604019165,293670,10.42,703,0.52,1e-05,46.88,420,21000,295673,0.05
6.773929214477539,304270,10.54,731,0.6,1e-05,53.98,418,22000,306278,0.05
7.137642049789429,314950,10.79,759,0.64,1e-05,51.38,417,23000,316952,0.05
6.9202070236206055,325510,10.54,787,0.62,1e-05,47.64,415,24000,327513,0.05
6.995675849914551,335980,10.44,815,0.58,1e-05,48.01,414,25000,337981,0.05
7.4376109600067135,346690,10.74,844,0.58,1e-05,43.17,412,26000,348695,0.05
7.084059619903565,357230,10.55,872,0.47,1e-05,36.43,411,27000,359231,0.05
7.005560255050659,367960,10.7,900,0.55,1e-05,34.81,410,28000,369965,0.05
6.774187755584717,378630,10.79,929,0.63,1e-05,50.91,409,29000,380635,0.05
7.609109878540039,389200,10.45,956,0.56,1e-05,48.76,408,30000,391205,0.05
6.673651885986328,399950,10.69,985,0.57,1e-05,45.81,407,31000,401951,0.05
6.872348594665527,410590,10.66,1012,0.56,1e-05,43.19,407,32000,412591,0.05
6.922500419616699,421250,10.5,1040,0.52,1e-05,36.77,406,33000,423251,0.05
7.202995109558105,431890,10.59,1068,0.63,1e-05,62.37,406,34000,433891,0.05
7.16410083770752,442490,10.3,1096,0.58,1e-05,49.2,405,35000,444491,0.05
6.86510820388794,453020,10.37,1124,0.51,1e-05,36.7,404,36000,455028,0.05
6.996800708770752,463660,10.61,1152,0.62,1e-05,61.35,403,37000,465667,0.05
6.759698820114136,474310,10.75,1181,0.51,1e-05,40.46,403,38000,476313,0.05
6.949947261810303,484880,10.73,1208,0.65,1e-05,58.27,402,39000,486883,0.05
6.946437025070191,495450,10.73,1235,0.52,1e-05,42.48,402,40000,497457,0.05
