time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
503,1000,0.9080134000000001,24207,0.001,1.4409612715244293,0.21,22200,-1105.01,22.91,48
472,2000,0.8263096000000001,45708,0.001,2.286817169189453,0.2,43700,-952.11,21.16,96
461,3000,0.7525098,65129,0.001,2.4411589384078978,0.16,63120,-762.91,19.24,140
451,4000,0.6847519999999998,82960,0.001,2.3603363156318666,0.3,80950,-611.57,17.68,183
444,5000,0.6206383999999999,99832,0.001,2.3484971165657043,0.32,97830,-446.94,15.9,224
438,6000,0.5594204,115942,0.001,2.6507116556167603,0.31,113940,-441.49,15.76,264
434,7000,0.501687,131135,0.001,2.7330734491348267,0.39,129130,-321.81,14.28,301
430,8000,0.4469822000000001,145531,0.001,3.0827508687973024,0.37,143530,-287.42,14.13,337
428,9000,0.39409000000000005,159450,0.001,3.3440302133560182,0.42,157440,-245.77,13.56,371
426,10000,0.3431130000000001,172865,0.001,3.8190632820129395,0.35,170860,-200.06,13.64,405
422,11000,0.2944920000000001,185660,0.001,3.761520576477051,0.42,183650,-144.55,12.79,439
419,12000,0.24729219999999996,198081,0.001,3.903870105743408,0.45,196080,-82.12,12.27,472
416,13000,0.20136920000000014,210166,0.001,4.07911069393158,0.49,208160,-82.21,12.19,504
414,14000,0.15629360000000003,222028,0.001,4.145222425460815,0.34,220020,-65.69,11.77,536
411,15000,0.11222500000000013,233625,0.001,4.485220670700073,0.45,231620,-6.82,11.36,567
409,16000,0.0696232,244836,0.001,4.536818337440491,0.43,242830,11.28,11.11,597
407,17000,0.05,255826,0.001,4.4158893585205075,0.44,253820,28.19,10.92,628
405,18000,0.05,266811,0.001,4.622130298614502,0.49,264810,24.43,10.95,657
404,19000,0.05,277933,0.001,4.801085615158081,0.51,275930,33.97,10.96,687
403,20000,0.05,288946,0.001,4.569762253761292,0.48,286940,35.38,10.84,716
401,21000,0.05,299949,0.001,4.655951690673828,0.51,297940,45.32,10.89,746
400,22000,0.05,310935,0.001,4.674279117584229,0.48,308930,23.0,10.87,775
399,23000,0.05,321873,0.001,4.827261686325073,0.48,319870,41.21,10.49,804
398,24000,0.05,332854,0.001,4.863608980178833,0.4,330850,27.03,10.99,835
397,25000,0.05,343931,0.001,4.967795944213867,0.48,341930,31.08,11.17,865
395,26000,0.05,354876,0.001,4.9728960514068605,0.49,352870,39.29,11.08,896
394,27000,0.05,365994,0.001,4.984965991973877,0.38,363990,17.04,11.03,927
393,28000,0.05,377048,0.001,4.663198781013489,0.42,375040,31.56,10.77,957
392,29000,0.05,388147,0.001,4.908781838417053,0.39,386140,19.16,11.14,987
392,30000,0.05,399220,0.001,4.669513773918152,0.51,397210,42.67,10.81,1018
391,31000,0.05,410294,0.001,4.870112514495849,0.47,408290,31.04,11.17,1048
390,32000,0.05,421368,0.001,4.907170200347901,0.47,419360,43.15,11.1,1078
390,33000,0.05,432488,0.001,5.028116035461426,0.43,430480,14.64,11.38,1108
389,34000,0.05,443722,0.001,5.0643226146698,0.42,441720,17.1,11.03,1140
388,35000,0.05,454787,0.001,4.740528869628906,0.47,452780,27.53,11.22,1170
387,36000,0.05,465836,0.001,4.7324912548065186,0.39,463830,19.85,10.9,1201
387,37000,0.05,476952,0.001,4.9860984802246096,0.43,474950,27.7,11.2,1231
386,38000,0.05,488248,0.001,5.235552358627319,0.41,486240,37.97,11.07,1263
386,39000,0.05,499499,0.001,4.755956792831421,0.35,497490,13.84,11.29,1293
