time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
505,1000,0.9064288,24624,0.0001,1.6493272066116333,0.25,22620,-1076.59,22.49,48
460,2000,0.8250936,46028,0.0001,1.7442558884620667,0.21,44020,-899.38,20.4,99
441,3000,0.7513090000000001,65445,0.0001,1.971559512615204,0.29,63440,-716.62,18.57,148
431,4000,0.6838932000000001,83186,0.0001,2.1769317746162415,0.36,81180,-508.64,16.73,192
428,5000,0.6192970000000002,100185,0.0001,2.3045154571533204,0.4,98180,-510.15,16.75,233
423,6000,0.5595762,115901,0.0001,2.9395703315734862,0.45,113900,-369.34,14.84,273
418,7000,0.5024660000000001,130930,0.0001,3.141354036331177,0.43,128920,-343.09,14.65,312
400,8000,0.44853260000000006,145123,0.0001,3.8132141828536987,0.43,143120,-238.69,13.71,362
384,9000,0.39680700000000013,158735,0.0001,5.048590230941772,0.51,156730,-205.81,13.31,412
377,10000,0.34706499999999996,171825,0.0001,5.848303413391113,0.46,169820,-177.52,12.97,454
377,11000,0.2984857999999999,184609,0.0001,6.113948059082031,0.54,182600,-128.97,12.66,489
376,12000,0.2516166000000001,196943,0.0001,6.172018671035767,0.54,194940,-85.79,12.1,523
370,13000,0.2060774000000002,208927,0.0001,6.662772178649902,0.59,206920,-64.33,12.07,564
365,14000,0.16198219999999997,220531,0.0001,7.422736883163452,0.42,218530,-32.43,11.83,603
361,15000,0.119483,231715,0.0001,7.66010479927063,0.53,229710,25.27,10.76,641
359,16000,0.0780668000000001,242614,0.0001,8.068011379241943,0.62,240610,22.66,10.89,675
357,17000,0.05,253216,0.0001,7.8371021270751955,0.55,251210,48.86,10.67,707
356,18000,0.05,263890,0.0001,7.9129884243011475,0.55,261880,44.61,10.62,739
355,19000,0.05,274558,0.0001,8.5916597366333,0.5,272550,48.44,10.63,772
353,20000,0.05,285251,0.0001,8.549170780181885,0.63,283250,56.25,10.64,807
351,21000,0.05,295887,0.0001,9.086715984344483,0.62,293880,36.51,10.32,840
351,22000,0.05,306500,0.0001,9.063747835159301,0.56,304490,47.36,10.45,873
350,23000,0.05,317203,0.0001,9.242369556427002,0.55,315200,42.48,10.8,905
349,24000,0.05,327877,0.0001,9.30233039855957,0.61,325870,50.15,10.6,936
349,25000,0.05,338494,0.0001,9.297792148590087,0.61,336490,61.52,10.56,968
346,26000,0.05,349163,0.0001,9.322503471374512,0.58,347160,50.18,10.88,1008
345,27000,0.05,359724,0.0001,8.812870693206786,0.66,357720,66.7,10.34,1039
345,28000,0.05,370357,0.0001,9.402499294281006,0.62,368350,50.38,10.41,1070
344,29000,0.05,381058,0.0001,8.92389373779297,0.57,379050,37.46,10.77,1105
344,30000,0.05,391590,0.0001,9.278407764434814,0.61,389580,57.4,10.33,1138
343,31000,0.05,402236,0.0001,9.503374004364014,0.55,400230,44.82,10.56,1169
343,32000,0.05,412865,0.0001,9.2016996383667,0.53,410860,45.62,10.49,1200
344,33000,0.05,423437,0.0001,9.329671573638915,0.62,421430,44.36,10.59,1230
344,34000,0.05,434074,0.0001,8.640627479553222,0.48,432070,48.09,10.78,1260
343,35000,0.05,444606,0.0001,9.248326015472411,0.57,442600,51.03,10.15,1292
341,36000,0.05,455151,0.0001,9.102975273132325,0.59,453150,50.75,10.53,1332
340,37000,0.05,465708,0.0001,9.408869457244872,0.58,463700,45.33,10.73,1369
338,38000,0.05,476345,0.0001,9.579094123840331,0.57,474340,51.64,10.69,1406
337,39000,0.05,486924,0.0001,9.73850908279419,0.54,484920,30.95,10.96,1441
337,40000,0.05,497560,0.0001,9.715169048309326,0.63,495550,48.18,10.79,1476
