time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
488,1000,0.9084390000000001,24095,0.0001,1.4062052726745606,0.23,22090,-1160.6,23.68,49
468,2000,0.8272102000000001,45471,0.0001,1.3835347503423692,0.33,43470,-824.19,19.99,96
456,3000,0.7537144000000001,64812,0.0001,1.5976708471775054,0.28,62810,-659.78,18.33,142
449,4000,0.6865456,82488,0.0001,2.0264001369476317,0.39,80480,-597.2,17.6,183
448,5000,0.623591,99055,0.0001,1.9385314106941223,0.4,97050,-483.86,16.36,221
443,6000,0.5634978,114869,0.0001,2.5594233512878417,0.42,112860,-387.68,15.6,259
438,7000,0.5072616,129668,0.0001,3.340663480758667,0.42,127660,-321.48,14.52,295
428,8000,0.4527316000000001,144018,0.0001,3.9885525941848754,0.38,142010,-271.31,14.01,335
425,9000,0.4009641999999999,157641,0.0001,5.0187578201293945,0.36,155640,-216.09,13.8,370
424,10000,0.351055,170775,0.0001,4.774262619018555,0.53,168770,-169.76,12.9,402
422,11000,0.3028786000000001,183453,0.0001,4.78464252948761,0.48,181450,-118.15,12.63,434
420,12000,0.25555340000000004,195907,0.0001,5.24681453704834,0.43,193900,-100.68,12.33,466
419,13000,0.20948220000000017,208031,0.0001,5.397950792312622,0.61,206030,-57.42,11.93,496
417,14000,0.16515520000000006,219696,0.0001,5.461735725402832,0.56,217690,-29.92,11.49,526
415,15000,0.12210120000000002,231026,0.0001,5.450891828536987,0.47,229020,-7.38,11.15,555
413,16000,0.07969320000000002,242186,0.0001,5.854885816574097,0.49,240180,18.12,11.07,585
412,17000,0.05,253006,0.0001,6.076594495773316,0.5,251000,34.63,10.88,613
410,18000,0.05,263769,0.0001,6.6893257141113285,0.49,261760,34.55,10.9,641
409,19000,0.05,274573,0.0001,6.430907344818115,0.51,272570,44.71,10.56,670
408,20000,0.05,285423,0.0001,6.7611082077026365,0.55,283420,44.08,10.95,698
407,21000,0.05,296126,0.0001,6.773273658752442,0.48,294120,38.41,11.09,726
406,22000,0.05,306747,0.0001,6.684644412994385,0.58,304740,46.31,10.42,754
406,23000,0.05,317470,0.0001,6.618936204910279,0.66,315460,49.33,10.61,781
405,24000,0.05,328212,0.0001,6.674175882339478,0.51,326210,44.86,10.88,809
404,25000,0.05,338991,0.0001,6.748401546478272,0.45,336990,40.9,10.76,837
404,26000,0.05,349737,0.0001,6.927394151687622,0.57,347730,53.99,10.46,865
403,27000,0.05,360344,0.0001,6.76038293838501,0.55,358340,51.39,10.73,892
403,28000,0.05,371038,0.0001,6.881725454330445,0.63,369030,55.29,10.63,919
402,29000,0.05,381839,0.0001,6.5232179164886475,0.55,379830,53.96,10.47,948
402,30000,0.05,392540,0.0001,6.737425947189331,0.59,390530,44.13,10.52,976
401,31000,0.05,403259,0.0001,7.043784093856812,0.57,401250,44.45,10.89,1003
401,32000,0.05,414013,0.0001,7.0624001026153564,0.55,412010,42.89,10.91,1032
400,33000,0.05,424647,0.0001,6.632485628128052,0.65,422640,48.08,10.73,1059
400,34000,0.05,435251,0.0001,6.5398962020874025,0.58,433250,34.58,10.54,1086
400,35000,0.05,445892,0.0001,6.752654695510865,0.62,443890,54.04,10.94,1113
399,36000,0.05,456486,0.0001,6.841140651702881,0.56,454480,50.78,10.2,1141
399,37000,0.05,467107,0.0001,7.367267417907715,0.58,465100,44.28,10.49,1169
399,38000,0.05,477722,0.0001,6.6570103645324705,0.64,475720,59.49,10.32,1197
398,39000,0.05,488284,0.0001,6.697956800460815,0.59,486280,46.02,10.4,1224
398,40000,0.05,498892,0.0001,6.705498933792114,0.65,496890,60.32,10.42,1251
