      1,     17,     26,     21,     13,     21,     11,     18,      1,     81,    126,    101,     61,    101,     51,     86
      1,     12,      7,     12,      8,      7,      7,      7,      1,     56,     31,     56,     36,     31,     31,     31
      1,      3,      2,      3,      3,      2,      1,      1,      1,     11,      6,     11,     11,      6,      1,      1
      1,      1,      1,      1,      2,      1,      1,      1,      1,      1,      1,      1,      6,      1,      1,      1
