      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      1,      1,     33,     30,     56,     57,     64,     43,      1,      1,     59,     48,     76,     81,     87,     68
      1,     48,      1,     55,     57,     70,     37,     39,      1,     70,      1,     85,     83,     95,     61,     61
      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      1,     40,     43,     49,      1,     52,     71,     46,      1,     68,     67,     69,      1,     80,     87,     68
      1,     38,     69,     68,     42,      1,     70,     56,      1,     69,     97,     92,     73,      1,     94,     80
      1,     44,     68,     30,     65,     56,      1,     47,      1,     63,     92,     51,     88,     81,      1,     72
      1,     62,     47,     61,     74,     55,     32,      1,      1,     88,     75,     82,     98,     82,     55,      1
