time/fps,time/episodes,rollout/exploration_rate,time/total_timesteps,train/learning_rate,train/loss,rollout/success_rate,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed
499,1000,0.904335,25175,1e-05,44.61803207397461,0.2,23170,-1190.67,23.59,50
474,2000,0.8215520000000001,46960,1e-05,146.8806137084961,0.14,44950,-762.96,18.93,98
464,3000,0.7504046,65683,1e-05,123.62055435180665,0.18,63680,-618.24,17.9,141
456,4000,0.6840185999999999,83153,1e-05,66.8762866973877,0.16,81150,-509.28,16.91,182
450,5000,0.6214212000000001,99626,1e-05,33.556222915649414,0.21,97620,-400.49,15.42,221
444,6000,0.561955,115275,1e-05,19.82708854675293,0.16,113270,-357.56,14.81,259
440,7000,0.5053920000000001,130160,1e-05,14.18645429611206,0.15,128150,-334.33,14.57,295
436,8000,0.4499272000000001,144756,1e-05,7.986187267303467,0.25,142750,-270.47,14.26,331
433,9000,0.3964536000000002,158828,1e-05,4.2029005765914915,0.28,156820,-253.61,13.94,366
429,10000,0.34513080000000007,172334,1e-05,3.4029855489730836,0.47,170330,-146.27,12.83,400
427,11000,0.2960956,185238,1e-05,3.4829864144325255,0.42,183230,-123.27,12.68,433
424,12000,0.24878940000000005,197687,1e-05,3.7110284328460694,0.53,195680,-83.2,12.25,465
422,13000,0.20307160000000024,209718,1e-05,4.716904258728027,0.46,207710,-63.34,11.62,496
419,14000,0.15882819999999997,221361,1e-05,5.295937252044678,0.54,219360,-26.6,11.66,527
417,15000,0.11579699999999993,232685,1e-05,6.49340591430664,0.56,230680,9.69,11.11,557
415,16000,0.07419460000000011,243633,1e-05,7.018617439270019,0.59,241630,38.83,10.3,586
413,17000,0.05,254329,1e-05,7.4249719142913815,0.67,252320,54.61,10.63,614
411,18000,0.05,264936,1e-05,7.737538194656372,0.6,262930,44.5,10.69,643
410,19000,0.05,275536,1e-05,7.508133792877198,0.62,273530,54.69,10.61,671
408,20000,0.05,286196,1e-05,8.228703689575195,0.53,284190,45.74,10.79,700
406,21000,0.05,296827,1e-05,8.38043508529663,0.61,294820,51.21,10.49,730
405,22000,0.05,307482,1e-05,8.764909267425537,0.52,305480,39.52,10.72,758
404,23000,0.05,318186,1e-05,8.764437580108643,0.56,316180,43.02,10.63,787
402,24000,0.05,328926,1e-05,8.918719673156739,0.62,326920,47.53,10.52,816
401,25000,0.05,339463,1e-05,8.798424577713012,0.59,337460,48.08,10.4,844
400,26000,0.05,350166,1e-05,8.61498761177063,0.59,348160,41.61,10.69,874
398,27000,0.05,360890,1e-05,8.88043279647827,0.58,358880,53.85,10.24,904
397,28000,0.05,371406,1e-05,9.160531425476075,0.59,369400,54.28,10.47,934
396,29000,0.05,381982,1e-05,9.171653652191162,0.57,379980,38.43,10.8,962
395,30000,0.05,392562,1e-05,9.159163188934325,0.62,390560,58.85,10.43,991
394,31000,0.05,403246,1e-05,8.927111387252808,0.64,401240,42.7,10.52,1021
393,32000,0.05,413894,1e-05,8.679501390457153,0.53,411890,41.36,10.7,1051
392,33000,0.05,424461,1e-05,9.217456340789795,0.58,422460,51.93,10.76,1081
391,34000,0.05,435029,1e-05,9.275920200347901,0.63,433020,48.54,10.76,1110
390,35000,0.05,445756,1e-05,9.13274188041687,0.65,443750,60.42,10.69,1141
389,36000,0.05,456238,1e-05,9.700572776794434,0.56,454230,33.79,10.51,1170
389,37000,0.05,466834,1e-05,9.28048529624939,0.55,464830,42.78,10.59,1199
388,38000,0.05,477481,1e-05,9.054507446289062,0.62,475480,53.78,10.51,1227
388,39000,0.05,487944,1e-05,8.850196504592896,0.58,485940,51.12,10.51,1256
388,40000,0.05,498569,1e-05,8.906417751312256,0.5,496560,44.41,10.75,1284
